Name;Coord;Winner;Fitness;TownLifeSum;Score;GameTime;InitialConquerRadius;MaxConquerRadius;RadiusExpansionStep;AttackMinLife
EA109;<3468, 5, 958>;False;-7;67;0;7700;2924;3127;-285;74
EA110;<3468, 5, 958>;False;-7;83;0;7700;2794;1719;677;39
EA111;<3468, 5, 958>;False;-7;82;0;7700;215;490;388;70
EA112;<3468, 5, 958>;False;-7;80;0;7700;1137;3503;-182;99
EA113;<3468, 5, 958>;False;-8;85;0;8250;487;2888;479;89
EA114;<3468, 5, 958>;False;8;11;15;7700;1288;2742;573;67
EA115;<3468, 5, 958>;False;-7;84;0;7700;2830;1210;656;71
EA116;<3468, 5, 958>;False;13;11;20;7700;2261;3652;66;58
EA117;<3468, 5, 958>;False;-7;85;0;7700;3187;2214;-25;58
EA118;<3468, 5, 958>;False;-7;83;0;7700;589;490;-153;97
EA119;<3468, 5, 958>;False;-7;85;0;7700;1332;1014;406;67
EA120;<3468, 5, 958>;False;-7;83;0;7700;2979;522;-58;13
EA121;<3468, 5, 958>;False;-7;85;0;7700;1134;611;-157;99
EA122;<3468, 5, 958>;False;-7;82;0;7700;3799;3423;-68;9
EA123;<3468, 5, 958>;False;-7;83;0;7700;3679;2700;-746;43
EA124;<3468, 5, 958>;False;-7;84;0;7700;2068;953;494;16
EA125;<3468, 5, 958>;False;-7;84;0;7700;2279;786;634;73
EA126;<3468, 5, 958>;False;-7;84;0;7700;1613;3319;585;99
EA127;<3468, 5, 958>;False;255;25;265;10450;1309;3336;112;11
EA128;<3468, 5, 958>;False;-7;79;0;7700;3702;867;667;61
EA129;<3468, 5, 958>;False;7;28;15;8250;3300;3302;-98;45
EA130;<3468, 5, 958>;False;-7;83;0;7700;2084;2220;189;94
EA131;<3468, 5, 958>;False;7;26;15;8250;429;1807;229;48
EA132;<3468, 5, 958>;False;-8;85;0;8250;357;3996;-57;14
EA133;<3468, 5, 958>;False;7;6;15;8250;1757;2576;-636;58
EA134;<3468, 5, 958>;False;7;26;15;8250;926;2988;321;46
EA135;<3468, 5, 958>;False;98;33;105;7700;1135;1669;299;16
EA136;<3468, 5, 958>;False;-7;69;0;7700;1199;1611;-604;73
EA137;<3468, 5, 958>;False;-7;83;0;7700;3024;1825;136;69
EA138;<3468, 5, 958>;False;-7;84;0;7700;3141;1606;175;6
EA139;<3468, 5, 958>;False;-7;84;0;7700;2275;3832;222;95
EA140;<3468, 5, 958>;False;7;12;15;8250;810;1687;693;34
EA141;<3468, 5, 958>;False;8;24;15;7700;1524;1944;232;32
EA142;<3468, 5, 958>;False;-7;84;0;7700;466;1483;-193;12
EA143;<3468, 5, 958>;False;-7;83;0;7700;567;3996;-548;15
EA144;<3468, 5, 958>;False;-7;82;0;7700;3439;2048;252;71
EA145;<3468, 5, 958>;False;7;1;15;8250;1328;3698;334;64
EA146;<3468, 5, 958>;False;187;14;195;8250;1713;3146;-293;8
EA147;<3468, 5, 958>;False;-7;84;0;7700;197;443;-793;29
EA148;<3468, 5, 958>;False;-7;81;0;7700;495;3028;-388;86
EA149;<3468, 5, 958>;False;-7;84;0;7700;1929;1567;405;81
EA150;<3468, 5, 958>;False;12;60;20;8250;2995;3353;203;42
EA151;<3468, 5, 958>;False;8;2;15;7700;343;2071;101;79
EA152;<3468, 5, 958>;False;67;60;75;8800;991;2063;-547;10
EA153;<3468, 5, 958>;False;48;21;55;7700;1267;3774;216;29
EA154;<3468, 5, 958>;False;-7;84;0;7700;2822;1308;635;60
EA155;<3468, 5, 958>;False;-7;84;0;7700;707;2464;-378;5
EA156;<3468, 5, 958>;False;-7;85;0;7700;1466;587;765;40
EA157;<3468, 5, 958>;False;-7;83;0;7700;2992;1266;219;50
EA158;<3468, 5, 958>;False;12;36;20;8250;3010;3409;727;50
EA159;<3468, 5, 958>;False;-7;84;0;7700;1253;1323;97;91
EA160;<3468, 5, 958>;False;7;12;15;8250;948;2192;496;54
EA161;<3468, 5, 958>;False;27;37;35;8800;3725;3789;728;20
EA162;<3468, 5, 958>;False;-7;83;0;7700;550;3992;-544;20
EA163;<3468, 5, 958>;False;-7;83;0;7700;1967;759;245;17
EA164;<3468, 5, 958>;False;-7;85;0;7700;2324;2522;-729;94
EA165;<3468, 5, 958>;False;-7;83;0;7700;2154;858;-738;93
EA166;<3468, 5, 958>;False;-7;84;0;7700;3478;2746;-301;47
EA167;<3468, 5, 958>;False;-7;82;0;7700;3951;702;742;41
EA168;<3468, 5, 958>;False;8;17;15;7700;3020;3957;-214;63
EA169;<3468, 5, 958>;False;-7;84;0;7700;3204;2994;-678;43
EA170;<3468, 5, 958>;False;8;2;15;7700;761;3296;-395;75
EA171;<3468, 5, 958>;False;-7;84;0;7700;640;1964;-799;59
EA172;<3468, 5, 958>;False;8;10;15;7700;861;3292;656;69
EA173;<3468, 5, 958>;False;132;70;140;8250;1148;2532;-190;7
EA174;<3468, 5, 958>;False;7;5;15;8250;2039;3534;248;28
EA175;<3468, 5, 958>;False;-7;83;0;7700;2572;2068;-526;96
EA176;<3468, 5, 958>;False;-7;83;0;7700;233;3126;-144;51
EA177;<3468, 5, 958>;False;-7;84;0;7700;3230;233;-256;83
EA178;<3468, 5, 958>;False;-8;62;0;8250;2224;2598;428;72
EA179;<3468, 5, 958>;False;-7;84;0;7700;3770;1253;465;41
EA180;<3468, 5, 958>;False;48;57;55;7700;2742;2966;-391;21
EA181;<3468, 5, 958>;False;77;42;85;8250;1052;1227;-616;16
EA182;<3468, 5, 958>;False;-8;85;0;8250;2470;1440;-605;91
EA183;<3468, 5, 958>;False;12;1;20;8250;439;3318;432;68
EA184;<3468, 5, 958>;False;-7;83;0;7700;2627;1241;334;39
EA185;<3468, 5, 958>;False;77;6;85;8250;364;2094;439;20
EA186;<3468, 5, 958>;False;-7;84;0;7700;1966;420;-593;64
EA187;<3468, 5, 958>;False;-7;85;0;7700;3438;2728;-670;24
EA188;<3468, 5, 958>;False;-7;84;0;7700;450;1141;117;90
EA189;<3468, 5, 958>;False;-7;80;0;7700;1071;109;346;75
EA190;<3468, 5, 958>;False;-7;83;0;7700;2675;1212;611;48
EA191;<3468, 5, 958>;False;-7;83;0;7700;3657;1756;385;73
EA192;<3468, 5, 958>;False;-7;83;0;7700;3494;501;-706;66
EA193;<3468, 5, 958>;False;-7;84;0;7700;2387;1770;-288;20
EA194;<3468, 5, 958>;False;-8;85;0;8250;3846;469;304;20
EA195;<3468, 5, 958>;False;-7;83;0;7700;720;1999;-370;93
EA196;<3468, 5, 958>;False;13;0;20;7700;1121;3689;520;82
EA197;<3468, 5, 958>;False;13;8;20;7700;1082;3497;-135;66
EA198;<3468, 5, 958>;False;-7;79;0;7700;2346;3859;323;79
EA199;<3468, 5, 958>;False;-7;84;0;7700;2554;1330;-402;10
EA0;<3468, 5, 958>;True;365;70;375;10450;717;3258;782;9
EA1;<3468, 5, 958>;False;-7;83;0;7700;493;3105;-374;88
EA2;<3468, 5, 958>;False;-7;84;0;7700;3788;100;501;5
EA3;<3468, 5, 958>;False;156;10;165;9350;1688;2738;-201;5
EA4;<3468, 5, 958>;False;-7;83;0;7700;100;4000;-670;10
EA5;<3468, 5, 958>;False;-8;62;0;8250;2419;4000;-1105;71
EA6;<3468, 5, 958>;False;72;70;80;8800;779;2609;-505;13
EA7;<3468, 5, 958>;False;6;7;15;9350;1598;3192;353;70
EA8;<3468, 5, 958>;False;6;26;15;9350;1988;2022;124;56
EA9;<3468, 5, 958>;False;21;19;30;9900;2194;3287;273;30
EA10;<3468, 5, 958>;False;71;22;80;9900;2943;3038;386;20
EA11;<3468, 5, 958>;False;11;2;20;9350;262;2042;143;80
EA12;<3468, 5, 958>;False;11;29;20;9350;1416;2402;373;61
EA13;<3468, 5, 958>;False;11;13;20;9900;1211;2265;-179;64
EA14;<3468, 5, 958>;False;12;49;20;8250;2796;3963;310;47
EA15;<3468, 5, 958>;False;46;63;55;9350;158;1163;459;26
EA16;<3468, 5, 958>;False;-7;83;0;7700;2869;1773;-87;37
EA17;<3468, 5, 958>;False;111;33;120;9350;1291;2491;-262;16
EA18;<3468, 5, 958>;False;-8;84;0;8250;3320;125;-259;87
EA19;<3468, 5, 958>;False;-7;80;0;7700;100;4000;-670;10
EA20;<3468, 5, 958>;False;132;15;140;8800;1795;2118;-51;13
EA21;<3468, 5, 958>;False;7;20;15;8250;1153;3549;426;53
EA22;<3468, 5, 958>;False;-8;84;0;8250;3403;1387;-367;68
EA23;<3468, 5, 958>;False;42;39;50;8250;1269;2368;-412;21
EA24;<3468, 5, 958>;False;37;56;45;8800;779;2609;-505;13
EA25;<3468, 5, 958>;False;-7;83;0;7700;1878;516;529;25
EA26;<3468, 5, 958>;False;-7;83;0;7700;2997;1700;-274;53
EA27;<3468, 5, 958>;False;8;1;15;7700;1868;3345;345;75
EA28;<3468, 5, 958>;False;-8;84;0;8250;3142;2468;-140;78
EA29;<3468, 5, 958>;False;-7;80;0;7700;2167;1122;115;25
EA30;<3468, 5, 958>;False;-7;80;0;7700;483;754;-635;30
EA31;<3468, 5, 958>;False;-8;80;0;8250;1602;976;-254;9
EA32;<3468, 5, 958>;False;-8;84;0;8250;2650;1393;-783;26
EA33;<3468, 5, 958>;False;13;5;20;7700;2564;3847;387;69
EA34;<3468, 5, 958>;False;-8;83;0;8250;263;830;-24;8
EA35;<3468, 5, 958>;False;6;4;15;9350;1598;3192;353;70
EA36;<3468, 5, 958>;False;-8;84;0;8250;1602;976;-254;9
EA37;<3468, 5, 958>;False;-8;84;0;8250;1115;2887;-697;107
EA38;<3468, 5, 958>;False;-7;83;0;7700;707;2464;-378;5
EA39;<3468, 5, 958>;False;42;10;50;8250;1395;2201;65;24
EA40;<3468, 5, 958>;False;-7;82;0;7700;274;1481;869;82
EA41;<3468, 5, 958>;False;7;9;15;8250;100;3407;807;58
EA42;<3468, 5, 958>;False;-7;84;0;7700;599;3712;-43;61
EA43;<3468, 5, 958>;False;-7;84;0;7700;1044;3522;-161;92
EA44;<3468, 5, 958>;False;-8;85;0;8250;3263;1236;-341;72
EA45;<3468, 5, 958>;False;-7;84;0;7700;1891;921;229;19
EA46;<3468, 5, 958>;False;62;61;70;8250;1215;3086;-479;16
EA47;<3468, 5, 958>;False;-7;83;0;7700;3033;2848;389;55
EA48;<3468, 5, 958>;False;46;9;55;9900;2943;3038;386;20
EA49;<3468, 5, 958>;False;-7;84;0;7700;3439;2048;252;71
EA50;<3468, 5, 958>;False;-7;83;0;7700;1698;1089;-72;66
EA51;<3468, 5, 958>;False;-8;83;0;8250;2650;1393;-783;26
EA52;<3468, 5, 958>;False;-8;84;0;8250;263;830;-24;8
EA53;<3468, 5, 958>;False;-7;83;0;7700;2675;1212;611;48
EA54;<3468, 5, 958>;False;-8;85;0;8250;2451;3838;-419;118
EA55;<3468, 5, 958>;False;-7;84;0;7700;620;540;-164;94
EA56;<3468, 5, 958>;False;-8;85;0;8250;1115;2887;-697;107
EA57;<3468, 5, 958>;False;-7;84;0;7700;483;754;-635;30
EA58;<3468, 5, 958>;False;7;19;15;8250;100;3407;807;58
EA59;<3468, 5, 958>;False;8;9;15;7700;861;3292;656;69
EA60;<3468, 5, 958>;True;353;99;360;7950;1698;2268;-554;7
EA61;<3468, 5, 958>;False;75;101;85;10450;1064;2941;-280;7
EA62;<3468, 5, 958>;False;-7;84;0;7700;487;2888;479;89
EA63;<3468, 5, 958>;False;83;27;90;7700;1159;1763;294;16
EA64;<3468, 5, 958>;False;42;6;50;8250;1771;1863;209;23
EA65;<3468, 5, 958>;True;311;88;320;9350;1688;2738;-201;5
EA66;<3468, 5, 958>;False;-8;63;0;8250;254;3373;1195;66
EA67;<3468, 5, 958>;False;12;14;20;8250;2514;3283;69;65
EA68;<3468, 5, 958>;False;-9;70;0;9350;1598;3192;353;70
EA69;<3468, 5, 958>;False;-7;80;0;7700;2571;3321;-2;80
EA70;<3468, 5, 958>;False;121;1;130;9350;100;2287;892;12
EA71;<3468, 5, 958>;False;6;7;15;9900;1211;2265;-179;64
EA72;<3468, 5, 958>;False;-7;84;0;7700;2321;375;-299;10
EA73;<3468, 5, 958>;False;-7;83;0;7700;3439;2048;252;71
EA74;<3468, 5, 958>;False;96;30;105;9350;3279;4000;-399;18
EA75;<3468, 5, 958>;False;145;154;155;10450;1064;2941;-280;7
EA76;<3468, 5, 958>;False;-7;84;0;7700;502;521;857;8
EA77;<3468, 5, 958>;False;8;15;15;7700;293;3895;252;57
EA78;<3468, 5, 958>;False;86;7;95;9584;1978;2468;-615;8
EA79;<3468, 5, 958>;False;-7;84;0;7700;3788;100;501;5
EA80;<3468, 5, 958>;False;12;34;20;8800;791;3462;-54;36
EA81;<3468, 5, 958>;False;42;29;50;8250;829;2764;305;27
EA82;<3468, 5, 958>;False;22;17;30;8250;1547;2741;-104;27
EA83;<3468, 5, 958>;False;-7;83;0;7700;502;521;857;8
EA84;<3468, 5, 958>;False;27;34;35;8250;1176;3626;-147;27
EA85;<3468, 5, 958>;False;-8;85;0;8250;3383;1667;994;63
EA86;<3468, 5, 958>;False;8;13;15;7700;1207;1341;780;54
EA87;<3468, 5, 958>;False;-7;83;0;7700;3788;100;501;5
EA88;<3468, 5, 958>;False;8;40;15;7700;2995;3353;203;42
EA89;<3468, 5, 958>;False;42;30;50;8250;1176;3626;-147;27
EA90;<3468, 5, 958>;True;311;80;320;9350;1688;2738;-201;5
EA91;<3468, 5, 958>;False;-7;84;0;7700;1891;921;229;19
EA92;<3468, 5, 958>;False;230;12;240;10450;717;3258;782;9
EA93;<3468, 5, 958>;False;8;1;15;7700;1868;3345;345;75
EA94;<3468, 5, 958>;False;6;10;15;9350;1598;3192;353;70
EA95;<3468, 5, 958>;False;-7;83;0;7700;1160;625;-43;44
EA96;<3468, 5, 958>;False;-7;84;0;7700;200;604;37;79
EA97;<3468, 5, 958>;False;-7;80;0;7700;3070;1204;154;71
EA98;<3468, 5, 958>;False;-7;84;0;7700;1044;3522;-161;92
EA99;<3468, 5, 958>;False;-7;83;0;7700;1160;625;-43;44
EA100;<3468, 5, 958>;False;8;11;15;7700;817;2057;-605;60
EA101;<3468, 5, 958>;False;7;13;15;8250;982;2206;103;60
EA102;<3468, 5, 958>;False;37;2;45;8250;992;2634;412;23
EA103;<3468, 5, 958>;False;6;5;15;9350;1598;3192;353;70
EA104;<3468, 5, 958>;False;-7;83;0;7700;100;4000;-255;88
EA105;<3468, 5, 958>;True;401;31;410;9678;2289;4000;1398;5
EA106;<3468, 5, 958>;False;106;10;115;9350;100;2287;892;12
EA107;<3468, 5, 958>;False;78;8;85;7700;2141;3052;1166;13
EA108;<3468, 5, 958>;False;7;3;15;8250;1913;3451;247;64
EA109;<3468, 5, 958>;False;-7;83;0;7700;620;540;-164;94
EA110;<3468, 5, 958>;False;-7;83;0;7700;1008;100;1439;8
EA111;<3468, 5, 958>;False;-7;83;0;7700;1008;100;1439;8
EA112;<3468, 5, 958>;False;-7;82;0;7700;4000;4000;481;119
EA113;<3468, 5, 958>;False;-8;84;0;8250;2451;3838;-419;118
EA114;<3468, 5, 958>;False;8;11;15;7700;2735;3471;15;66
EA115;<3468, 5, 958>;False;-7;83;0;7700;1896;100;-566;58
EA116;<3468, 5, 958>;False;-7;82;0;7700;3448;2439;-605;46
EA117;<3468, 5, 958>;False;-7;84;0;7700;3439;2612;65;70
EA118;<3468, 5, 958>;False;191;23;200;9350;1309;3336;112;11
EA119;<3468, 5, 958>;False;8;15;15;7700;293;3895;252;57
EA120;<3468, 5, 958>;False;-7;84;0;7700;4000;564;-1552;68
EA121;<3468, 5, 958>;False;7;12;15;8250;982;2206;103;60
EA122;<3468, 5, 958>;False;-7;84;0;7700;2087;4000;-853;123
EA123;<3468, 5, 958>;False;7;18;15;8250;1153;3549;426;53
EA124;<3468, 5, 958>;False;-7;83;0;7700;4000;819;913;101
EA125;<3468, 5, 958>;False;-7;83;0;7700;1253;1323;97;91
EA126;<3468, 5, 958>;False;7;20;15;8250;1913;3451;247;64
EA127;<3468, 5, 958>;False;-7;79;0;7700;3033;2848;389;55
EA128;<3468, 5, 958>;False;-7;84;0;7700;100;2079;-666;5
EA129;<3468, 5, 958>;False;-7;84;0;7700;2766;2706;679;41
EA130;<3468, 5, 958>;False;-8;84;0;8250;3403;1387;-367;68
EA131;<3468, 5, 958>;False;-8;84;0;8250;263;830;-24;8
EA132;<3468, 5, 958>;False;12;14;20;8250;2514;3283;69;65
EA133;<3468, 5, 958>;False;-7;84;0;7700;3261;1466;544;96
EA134;<3468, 5, 958>;False;-7;83;0;7700;2997;1700;-274;53
EA135;<3468, 5, 958>;False;71;32;80;9350;1291;2491;-262;16
EA136;<3468, 5, 958>;False;56;29;65;9350;1291;2491;-262;16
EA137;<3468, 5, 958>;False;6;4;15;9900;1211;2265;-179;64
EA138;<3468, 5, 958>;False;-8;85;0;8250;263;830;-24;8
EA139;<3468, 5, 958>;False;37;0;45;8250;1395;2201;65;24
EA140;<3468, 5, 958>;False;-7;84;0;7700;4000;564;-1552;68
EA141;<3468, 5, 958>;False;8;13;15;7700;2128;2699;-483;56
EA142;<3468, 5, 958>;False;-7;83;0;7700;502;521;857;8
EA143;<3468, 5, 958>;False;-7;77;0;7700;1252;3667;-689;77
EA144;<3468, 5, 958>;False;7;12;15;8250;2419;4000;-1105;71
EA145;<3468, 5, 958>;False;-7;83;0;7700;3357;985;-194;98
EA146;<3468, 5, 958>;False;8;15;15;7700;293;3895;252;57
EA147;<3468, 5, 958>;False;-7;83;0;7700;2068;953;494;16
EA148;<3468, 5, 958>;False;7;13;15;8250;1913;3451;247;64
EA149;<3468, 5, 958>;False;-7;83;0;7700;1896;100;-566;58
EA150;<3468, 5, 958>;False;43;2;50;7700;812;3809;-140;30
EA151;<3468, 5, 958>;False;-7;83;0;7700;599;3712;-43;61
EA152;<3468, 5, 958>;False;-7;84;0;7700;968;100;73;47
EA153;<3468, 5, 958>;False;8;17;15;7700;1207;1341;780;54
EA154;<3468, 5, 958>;False;-8;71;0;8250;2419;4000;-1105;71
EA155;<3468, 5, 958>;False;-7;83;0;7700;1008;100;1439;8
EA156;<3468, 5, 958>;False;-7;83;0;7700;3562;185;-493;8
EA157;<3468, 5, 958>;False;12;0;20;8250;2419;4000;-1105;71
EA158;<3468, 5, 958>;False;-7;84;0;7700;3478;2746;-301;47
EA159;<3468, 5, 958>;False;-7;83;0;7700;1909;677;-377;62
EA160;<3468, 5, 958>;False;-7;83;0;7700;3261;1466;544;96
EA161;<3468, 5, 958>;False;7;23;15;8250;2796;3963;310;47
EA162;<3468, 5, 958>;False;-8;62;0;8250;254;3373;1195;66
EA163;<3468, 5, 958>;True;531;51;540;9678;2289;4000;1398;5
EA164;<3468, 5, 958>;False;-7;83;0;7700;1909;677;-377;62
EA165;<3468, 5, 958>;False;-7;83;0;7700;200;604;37;79
EA166;<3468, 5, 958>;False;76;40;85;9350;1291;2491;-262;16
EA167;<3468, 5, 958>;False;122;13;130;8800;1795;2118;-51;13
EA168;<3468, 5, 958>;False;21;5;30;9350;3279;4000;-399;18
EA169;<3468, 5, 958>;False;-7;84;0;7700;100;734;170;102
EA170;<3468, 5, 958>;False;-7;84;0;7700;4000;819;913;101
EA171;<3468, 5, 958>;False;-7;83;0;7700;200;604;37;79
EA172;<3468, 5, 958>;False;-7;84;0;7700;2299;2149;44;53
EA173;<3468, 5, 958>;False;-7;83;0;7700;2324;2522;-729;94
EA174;<3468, 5, 958>;False;-8;48;0;8250;1753;2613;-683;61
EA175;<3468, 5, 958>;False;-7;83;0;7700;2300;1299;-399;80
EA176;<3468, 5, 958>;False;-7;83;0;7700;137;1398;-101;16
