Name;Coord;Winner;Fitness;TownLifeSum;Score;GameTime;InitialConquerRadius;MaxConquerRadius;RadiusExpansionStep;AttackMinLife
EA38;<437, 5, 200>;False;-10;86;0;8250;1505;823;595;88
EA39;<437, 5, 200>;False;-10;87;0;8250;157;222;-537;82
EA40;<437, 5, 200>;False;-10;85;0;8250;1870;1660;-536;39
EA41;<437, 5, 200>;False;-4;14;20;8250;1961;2015;-366;60
EA42;<437, 5, 200>;False;-25;38;190;9900;1353;1687;-721;13
EA43;<437, 5, 200>;False;-2;1;20;8250;1423;1882;-421;73
EA44;<437, 5, 200>;False;-10;84;0;8250;3821;628;210;44
EA45;<437, 5, 200>;False;-2;0;20;8250;182;3551;241;81
EA46;<437, 5, 200>;False;-10;84;0;8250;3955;3126;-107;80
EA47;<437, 5, 200>;False;-10;85;0;8250;1534;1227;767;12
EA48;<437, 5, 200>;False;-13;55;55;8250;2135;2344;617;25
EA49;<437, 5, 200>;False;-10;85;0;8250;2852;2339;-781;5
EA50;<437, 5, 200>;False;-10;85;0;8250;2012;3090;-176;85
EA51;<437, 5, 200>;False;-10;85;0;8250;1382;2324;44;90
EA52;<437, 5, 200>;False;-10;85;0;8250;3797;680;676;88
EA53;<437, 5, 200>;False;-3;10;15;8250;1658;3025;474;59
EA54;<437, 5, 200>;False;-10;86;0;8250;3022;1516;-194;71
EA55;<437, 5, 200>;False;-10;85;0;8250;325;1941;-451;8
EA56;<437, 5, 200>;False;-2;0;20;8250;1767;3887;113;77
EA57;<437, 5, 200>;False;-10;85;0;8250;2327;171;-773;41
EA58;<437, 5, 200>;False;-8;31;40;8250;581;2534;678;29
EA59;<437, 5, 200>;False;-6;34;20;8250;2030;3223;-43;44
EA60;<437, 5, 200>;False;-11;35;55;8250;1067;2167;561;25
EA61;<437, 5, 200>;False;-10;85;0;8250;1528;492;285;78
EA62;<437, 5, 200>;False;-10;85;0;8250;3138;1336;-49;37
EA63;<437, 5, 200>;False;-26;109;105;8250;862;1313;719;6
EA64;<437, 5, 200>;False;-10;84;0;8250;2238;1495;-125;38
EA65;<437, 5, 200>;False;-12;84;0;7700;3997;3080;-269;93
EA66;<437, 5, 200>;False;-9;74;0;8250;612;2217;409;78
EA67;<437, 5, 200>;False;-10;85;0;8250;3321;2214;-682;95
EA68;<437, 5, 200>;False;-5;16;20;7700;3570;3845;-76;55
EA69;<437, 5, 200>;False;-3;1;30;8800;2522;3998;265;36
EA70;<437, 5, 200>;False;-10;26;60;8250;1241;3216;775;29
EA71;<437, 5, 200>;False;-10;80;0;8250;2239;2731;-505;82
EA72;<437, 5, 200>;False;-16;36;95;8250;2731;3632;329;18
EA73;<437, 5, 200>;False;-10;86;0;8250;1576;551;-130;50
EA74;<437, 5, 200>;False;-2;2;15;8250;871;3693;-661;83
EA75;<437, 5, 200>;False;-10;18;55;7700;1445;3622;713;27
EA76;<437, 5, 200>;False;-10;52;35;8250;1048;2132;-76;27
EA77;<437, 5, 200>;False;-10;85;0;8250;3446;1745;-165;57
EA78;<437, 5, 200>;False;-10;86;0;8250;2797;472;-697;24
EA79;<437, 5, 200>;False;-10;86;0;8250;3140;405;-191;48
EA80;<437, 5, 200>;False;-10;86;0;8250;1497;3779;-639;92
EA81;<437, 5, 200>;False;-9;73;0;8250;3360;3753;111;78
EA82;<437, 5, 200>;False;-2;0;20;7700;2211;3879;-273;71
EA83;<437, 5, 200>;False;-10;87;0;8250;3658;3387;771;41
EA84;<437, 5, 200>;False;-10;87;0;8250;3428;3015;-783;7
EA85;<437, 5, 200>;False;-8;15;50;8250;965;3803;726;29
EA86;<437, 5, 200>;False;-10;85;0;8250;2083;714;-88;31
EA87;<437, 5, 200>;False;-14;69;50;8250;297;953;327;16
EA88;<437, 5, 200>;False;-6;29;15;7700;2207;2559;-57;43
EA89;<437, 5, 200>;False;-10;85;0;8250;3230;198;-159;34
EA90;<437, 5, 200>;False;-10;85;0;8250;3811;2747;309;89
EA91;<437, 5, 200>;False;-10;86;0;8250;458;2820;217;85
EA92;<437, 5, 200>;False;-10;85;0;8250;542;2734;-246;8
EA93;<437, 5, 200>;False;-12;84;0;7700;364;1479;-425;43
EA94;<437, 5, 200>;False;-10;85;0;8250;3958;3407;-142;69
EA95;<437, 5, 200>;False;-10;85;0;8250;2015;1216;357;35
EA96;<437, 5, 200>;False;-12;84;0;7700;1131;921;-546;31
EA97;<437, 5, 200>;False;-2;0;20;8250;1574;2364;138;83
EA98;<437, 5, 200>;False;-6;24;20;7700;1451;2846;-679;56
EA99;<437, 5, 200>;False;-10;85;0;8250;1098;352;-543;82
EA0;<437, 5, 200>;False;-2;1;15;8250;282;3238;280;80
EA1;<437, 5, 200>;False;-2;1;15;8250;612;2217;409;78
EA2;<437, 5, 200>;False;-2;1;15;8250;282;3238;280;80
EA3;<437, 5, 200>;False;-4;19;15;7700;2103;3187;-106;52
EA4;<437, 5, 200>;False;-10;86;0;8250;3916;100;341;94
EA5;<437, 5, 200>;False;-10;86;0;8250;3360;2576;216;25
EA6;<437, 5, 200>;False;-9;23;55;8800;3048;3202;515;29
EA7;<437, 5, 200>;False;-8;1;70;8250;2479;3155;-771;22
EA8;<437, 5, 200>;False;-10;86;0;8250;691;711;-355;82
EA9;<437, 5, 200>;False;-10;86;0;8250;2883;2683;-818;51
EA10;<437, 5, 200>;False;-4;2;35;8250;1587;2005;640;32
EA11;<437, 5, 200>;False;-10;85;0;8250;1613;3112;-380;96
EA12;<437, 5, 200>;False;-10;86;0;8250;100;3582;-224;26
EA13;<437, 5, 200>;False;-10;86;0;8250;447;2841;230;84
EA14;<437, 5, 200>;False;-3;12;15;8250;2486;2825;-393;70
EA15;<437, 5, 200>;False;-10;86;0;8250;100;3582;-224;26
EA16;<437, 5, 200>;False;-10;86;0;8250;1800;1764;186;69
EA17;<437, 5, 200>;False;-3;7;20;8250;1955;3909;291;70
EA18;<437, 5, 200>;False;-10;86;0;8250;2886;2374;-216;95
EA19;<437, 5, 200>;False;-3;13;15;8250;1727;4000;-430;67
EA20;<437, 5, 200>;False;-10;86;0;8250;1606;284;-71;45
EA21;<437, 5, 200>;False;-3;10;15;8250;1955;3909;291;70
EA22;<437, 5, 200>;False;-10;86;0;8250;257;776;921;118
EA23;<437, 5, 200>;False;-5;21;20;8250;3730;3867;-504;60
EA24;<437, 5, 200>;False;-2;3;15;8250;1108;3346;-668;71
EA25;<437, 5, 200>;False;-4;16;15;7700;1389;1806;521;54
EA26;<437, 5, 200>;False;-10;82;0;8250;3638;4000;157;82
EA27;<437, 5, 200>;False;-2;2;20;8250;1108;3346;-668;71
EA28;<437, 5, 200>;False;-3;12;15;8250;1727;4000;-430;67
EA29;<437, 5, 200>;False;-10;86;0;8250;443;3463;-464;44
EA30;<437, 5, 200>;False;-10;85;0;8250;2547;2184;-114;56
EA31;<437, 5, 200>;False;-10;86;0;8250;1800;1764;186;69
EA32;<437, 5, 200>;False;-10;86;0;8250;4000;639;266;46
EA33;<437, 5, 200>;False;-8;49;20;8250;899;3101;590;35
EA34;<437, 5, 200>;False;-10;87;0;8250;2242;1748;-464;51
EA35;<437, 5, 200>;False;-2;5;15;8250;1727;4000;-430;67
EA36;<437, 5, 200>;False;-3;11;15;8250;2225;3129;-210;66
EA37;<437, 5, 200>;False;-10;86;0;8250;2238;1495;-125;38
EA38;<437, 5, 200>;False;-2;5;15;8250;2486;2825;-393;70
EA39;<437, 5, 200>;False;-3;15;15;8250;3730;3867;-504;60
EA40;<437, 5, 200>;False;-10;85;0;8250;447;2841;230;84
EA41;<437, 5, 200>;False;-9;56;20;8250;724;2587;-171;36
EA42;<437, 5, 200>;False;-10;86;0;8250;970;100;944;84
EA43;<437, 5, 200>;False;-10;85;0;8250;4000;3856;-303;62
EA44;<437, 5, 200>;False;-10;87;0;8250;3868;2618;279;5
EA45;<437, 5, 200>;False;-10;86;0;8250;2956;2311;-759;24
EA46;<437, 5, 200>;False;-3;15;15;8250;1727;4000;-430;67
EA47;<437, 5, 200>;True;478;52;435;9897;3632;3959;262;7
EA48;<437, 5, 200>;False;-10;85;0;8250;635;1834;-113;18
EA49;<437, 5, 200>;False;-7;25;35;8250;3156;3261;570;27
EA50;<437, 5, 200>;False;-10;87;0;8250;1613;3112;-380;96
EA51;<437, 5, 200>;False;-10;85;0;8250;3118;2648;-459;57
EA52;<437, 5, 200>;False;-2;2;15;8250;1955;3909;291;70
EA53;<437, 5, 200>;False;-10;86;0;8250;2194;193;47;107
EA54;<437, 5, 200>;False;-10;85;0;8250;364;1479;-425;43
EA55;<437, 5, 200>;False;-8;48;20;8250;899;3101;590;35
EA56;<437, 5, 200>;False;-10;85;0;8250;2136;2691;-64;92
EA57;<437, 5, 200>;False;-10;86;0;8250;100;3582;-224;26
EA58;<437, 5, 200>;False;-10;86;0;8250;970;100;944;84
EA59;<437, 5, 200>;False;-10;87;0;8250;970;100;944;84
EA60;<437, 5, 200>;False;-10;25;55;8250;973;3796;721;29
EA61;<437, 5, 200>;False;-2;1;15;8250;282;3238;280;80
EA62;<437, 5, 200>;False;-10;86;0;8250;346;539;-219;27
EA63;<437, 5, 200>;False;-10;86;0;8250;2242;1748;-464;51
EA64;<437, 5, 200>;False;-9;56;20;8250;2010;3019;-367;44
EA65;<437, 5, 200>;False;-9;22;50;8250;563;3466;190;26
EA66;<437, 5, 200>;False;-10;86;0;8250;1673;2373;-290;88
EA67;<437, 5, 200>;False;-15;30;90;8250;100;2240;1030;18
EA68;<437, 5, 200>;False;-11;33;55;8250;563;3466;190;26
EA69;<437, 5, 200>;False;-6;4;45;8800;3048;3202;515;29
EA70;<437, 5, 200>;False;-10;87;0;8250;2194;193;47;107
EA71;<437, 5, 200>;False;-10;86;0;8250;1684;434;535;17
EA72;<437, 5, 200>;False;-10;87;0;8250;2136;2691;-64;92
EA73;<437, 5, 200>;False;-10;85;0;8250;1102;1575;260;87
EA74;<437, 5, 200>;False;-10;87;0;8250;3868;2618;279;5
EA75;<437, 5, 200>;False;-10;82;0;8250;3638;4000;157;82
EA76;<437, 5, 200>;False;-10;85;0;8250;3310;2920;514;89
EA77;<437, 5, 200>;False;-10;86;0;8250;1613;3112;-380;96
EA78;<437, 5, 200>;False;-10;86;0;8250;3658;3387;771;41
EA79;<437, 5, 200>;True;413;82;340;9897;3632;3959;262;7
EA80;<437, 5, 200>;False;-10;85;0;8250;1613;3112;-380;96
EA81;<437, 5, 200>;False;-10;86;0;8250;3721;3396;230;85
EA82;<437, 5, 200>;False;-10;86;0;8250;443;3463;-464;44
EA83;<437, 5, 200>;False;-9;54;20;8250;2010;3019;-367;44
EA84;<437, 5, 200>;False;-10;85;0;8250;2786;3809;805;107
EA85;<437, 5, 200>;False;-10;86;0;8250;212;579;-351;29
EA86;<437, 5, 200>;False;-10;85;0;8250;3360;2576;216;25
EA87;<437, 5, 200>;False;-10;86;0;8250;1098;352;-543;82
EA88;<437, 5, 200>;False;-5;17;30;8800;3048;3202;515;29
EA89;<437, 5, 200>;False;-10;86;0;8250;1800;1764;186;69
EA90;<437, 5, 200>;False;-9;53;20;8250;724;2587;-171;36
EA91;<437, 5, 200>;False;-5;24;20;8250;3730;3867;-504;60
EA92;<437, 5, 200>;False;-10;87;0;8250;1974;4000;-454;119
EA93;<437, 5, 200>;False;-3;5;20;8250;2486;2825;-393;70
EA94;<437, 5, 200>;False;-10;86;0;8250;2883;2683;-818;51
EA95;<437, 5, 200>;False;-10;31;50;8250;1067;2167;561;25
EA96;<437, 5, 200>;False;-10;85;0;8250;3140;405;-191;48
EA97;<437, 5, 200>;False;-7;1;60;8800;3048;3202;515;29
EA98;<437, 5, 200>;False;-2;0;20;8250;2239;2731;-505;82
EA99;<437, 5, 200>;False;-10;87;0;8250;2547;2184;-114;56
EA0;<437, 5, 200>;True;358;66;300;8469;3258;3647;951;7
EA1;<437, 5, 200>;False;-6;33;15;8250;1458;3197;-344;43
EA2;<437, 5, 200>;False;-10;86;0;8250;3866;2362;-920;53
EA3;<437, 5, 200>;False;-2;0;20;8250;3638;4000;157;82
EA4;<437, 5, 200>;False;-10;86;0;8250;2743;335;-188;72
EA5;<437, 5, 200>;False;-8;66;0;8250;2664;3042;174;74
EA6;<437, 5, 200>;False;-10;85;0;8250;1578;3137;-417;90
EA7;<437, 5, 200>;True;356;64;300;8469;3258;3647;951;7
EA8;<437, 5, 200>;False;-2;2;20;8800;1764;3351;-585;73
EA9;<437, 5, 200>;False;-3;13;15;8250;1955;3901;290;70
EA10;<437, 5, 200>;False;-2;3;15;8250;100;1878;986;71
EA11;<437, 5, 200>;False;-10;85;0;8250;548;3665;-329;49
EA12;<437, 5, 200>;False;-3;6;20;8250;1272;2023;-242;72
EA13;<437, 5, 200>;True;352;40;320;8800;263;3789;2657;5
EA14;<437, 5, 200>;False;-2;2;15;8250;2664;3042;174;74
EA15;<437, 5, 200>;False;-10;85;0;8250;4000;4000;-1360;63
EA16;<437, 5, 200>;False;-10;85;0;8250;4000;2316;-31;25
EA17;<437, 5, 200>;False;-5;27;20;8250;1040;3334;-751;56
EA18;<437, 5, 200>;False;-4;24;15;8250;1692;2771;-209;48
EA19;<437, 5, 200>;False;-6;29;20;8250;1692;2771;-209;48
EA20;<437, 5, 200>;False;-10;85;0;8250;1578;3137;-417;90
EA21;<437, 5, 200>;False;-30;14;230;8800;263;3789;2657;5
EA22;<437, 5, 200>;False;-5;30;15;8250;1458;3197;-344;43
EA23;<437, 5, 200>;False;-10;85;0;8250;973;100;1968;92
EA24;<437, 5, 200>;False;-10;86;0;8250;2743;335;-188;72
EA25;<437, 5, 200>;False;-10;85;0;8250;2956;2311;-759;24
EA26;<437, 5, 200>;False;-9;22;50;8250;1825;1954;-131;27
EA27;<437, 5, 200>;False;-10;87;0;8250;3276;100;-84;122
EA28;<437, 5, 200>;False;-10;80;0;8250;2172;2766;-514;81
EA29;<437, 5, 200>;False;-10;85;0;8250;1578;3137;-417;90
EA30;<437, 5, 200>;False;-10;85;0;8250;4000;4000;-1360;63
EA31;<437, 5, 200>;False;-2;2;15;8250;100;1878;986;71
EA32;<437, 5, 200>;False;-10;85;0;8250;3468;3149;-261;77
EA33;<437, 5, 200>;False;-12;84;0;7700;277;1347;-463;41
EA34;<437, 5, 200>;False;-10;86;0;8250;4000;4000;-1360;63
EA35;<437, 5, 200>;False;-9;79;0;8250;2172;2766;-514;81
EA36;<437, 5, 200>;False;-2;1;20;8250;1272;2023;-242;72
EA37;<437, 5, 200>;False;-7;39;20;8250;1464;2836;-199;49
EA38;<437, 5, 200>;False;-10;85;0;8250;863;1303;463;98
EA39;<437, 5, 200>;False;-2;-1;20;8250;1498;2805;-194;79
EA40;<437, 5, 200>;False;-9;79;0;8250;2172;2766;-514;81
EA41;<437, 5, 200>;False;-2;1;15;8250;2664;3042;174;74
EA42;<437, 5, 200>;False;-10;85;0;8250;1059;1775;-393;84
EA43;<437, 5, 200>;False;-10;87;0;8250;863;1303;463;98
EA44;<437, 5, 200>;False;-10;86;0;8250;973;100;1968;92
EA45;<437, 5, 200>;False;-10;87;0;8250;863;1303;463;98
EA46;<437, 5, 200>;False;-7;26;35;8250;3086;3298;553;29
EA47;<437, 5, 200>;False;-8;65;0;8250;1272;2023;-242;72
EA48;<437, 5, 200>;False;-10;86;0;8250;863;1303;463;98
EA49;<437, 5, 200>;False;-2;1;15;8250;2172;2766;-514;81
EA50;<437, 5, 200>;False;-5;28;15;8250;1692;2771;-209;48
EA51;<437, 5, 200>;False;-7;39;20;8250;1464;2836;-199;49
EA52;<437, 5, 200>;False;-2;1;20;8250;1272;2023;-242;72
EA53;<437, 5, 200>;False;-10;85;0;8250;973;100;1968;92
EA54;<437, 5, 200>;False;-10;86;0;8250;3866;2362;-920;53
EA55;<437, 5, 200>;False;-2;1;20;8800;1764;3351;-585;73
EA56;<437, 5, 200>;False;-10;85;0;8250;280;813;903;117
EA57;<437, 5, 200>;False;-10;87;0;8250;1606;284;-71;45
EA58;<437, 5, 200>;False;-10;87;0;8250;2743;335;-188;72
EA59;<437, 5, 200>;False;-10;86;0;8250;2242;1748;-464;51
EA60;<437, 5, 200>;False;-3;11;15;8250;1955;3901;290;70
EA61;<437, 5, 200>;False;-10;84;0;8250;3866;2362;-920;53
EA62;<437, 5, 200>;False;-16;3;130;8469;3258;3647;951;7
EA63;<437, 5, 200>;False;-3;12;15;8800;1764;3351;-585;73
EA64;<437, 5, 200>;True;392;50;350;8800;263;3789;2657;5
EA65;<437, 5, 200>;True;372;45;335;8800;263;3789;2657;5
EA66;<437, 5, 200>;False;-10;85;0;8250;548;3665;-329;49
EA67;<437, 5, 200>;False;-9;24;55;8250;559;3449;191;27
EA68;<437, 5, 200>;False;-3;16;15;8250;2402;3093;-55;69
EA69;<437, 5, 200>;False;-4;24;15;8250;1692;2771;-209;48
EA70;<437, 5, 200>;False;-10;86;0;8250;100;832;-1016;5
EA71;<437, 5, 200>;False;-10;85;0;8250;4000;4000;-428;46
EA72;<437, 5, 200>;False;-10;26;55;8250;559;3449;191;27
EA73;<437, 5, 200>;False;-10;85;0;8250;280;813;903;117
EA74;<437, 5, 200>;False;-10;85;0;8250;100;832;-1016;5
EA75;<437, 5, 200>;False;-10;87;0;8250;3092;3706;25;92
EA76;<437, 5, 200>;False;-10;87;0;8250;863;1303;463;98
EA77;<437, 5, 200>;True;436;59;385;8469;3258;3647;951;7
EA78;<437, 5, 200>;False;-10;85;0;8250;4000;100;462;45
EA79;<437, 5, 200>;False;-10;87;0;8250;4000;2316;-31;25
EA80;<437, 5, 200>;False;-10;85;0;8250;863;1303;463;98
EA81;<437, 5, 200>;False;-10;85;0;8250;100;832;-1016;5
EA82;<437, 5, 200>;False;-10;85;0;8250;2743;335;-188;72
EA83;<437, 5, 200>;False;-10;86;0;8250;4000;4000;-1360;63
EA84;<437, 5, 200>;False;-3;13;15;8800;1764;3351;-585;73
EA85;<437, 5, 200>;False;-2;3;20;8250;1272;2023;-242;72
EA86;<437, 5, 200>;False;-10;87;0;8250;100;2525;734;90
EA87;<437, 5, 200>;False;-3;4;20;8800;1764;3351;-585;73
EA88;<437, 5, 200>;False;-10;87;0;8250;1684;434;535;17
EA89;<437, 5, 200>;False;-10;86;0;8250;4000;3003;920;112
EA90;<437, 5, 200>;False;-10;86;0;8250;346;539;-219;27
EA91;<437, 5, 200>;False;-10;86;0;8250;863;1303;463;98
EA92;<437, 5, 200>;False;-2;3;20;8250;100;1878;986;71
EA93;<437, 5, 200>;False;-3;11;15;8250;1272;2023;-242;72
EA94;<437, 5, 200>;False;-4;24;15;8250;1464;2836;-199;49
EA95;<437, 5, 200>;False;-10;85;0;8250;1673;2373;-290;88
EA96;<437, 5, 200>;False;-10;85;0;8250;2242;1748;-464;51
EA97;<437, 5, 200>;False;-10;86;0;8250;100;2525;734;90
EA98;<437, 5, 200>;False;-10;84;0;8250;1578;3137;-417;90
EA99;<437, 5, 200>;False;-2;0;20;8250;2664;3042;174;74
EA0;<437, 5, 200>;False;-10;86;0;8250;4000;4000;1496;5
EA1;<437, 5, 200>;False;-10;85;0;8250;2594;384;-81;71
EA2;<437, 5, 200>;False;-3;14;15;8250;1730;2552;-78;57
EA3;<437, 5, 200>;False;-10;86;0;8250;1291;3213;-503;118
EA4;<437, 5, 200>;False;-5;20;20;8250;1180;2211;739;62
EA5;<437, 5, 200>;False;-8;69;0;8250;2655;3207;0;76
EA6;<437, 5, 200>;False;-9;78;0;8250;2172;2766;-514;81
EA7;<437, 5, 200>;False;-10;86;0;8250;1292;3314;-946;88
EA8;<437, 5, 200>;False;-3;14;15;8250;1730;2552;-78;57
EA9;<437, 5, 200>;False;-3;13;15;8250;1444;2345;-8;62
EA10;<437, 5, 200>;False;-10;86;0;8250;3601;3886;145;87
EA11;<437, 5, 200>;False;-9;79;0;8250;2172;2766;-514;81
EA12;<437, 5, 200>;False;-3;15;15;8250;1444;2345;-8;62
EA13;<437, 5, 200>;False;-12;17;95;9350;2067;3989;-1234;16
EA14;<437, 5, 200>;False;-12;49;50;8250;3413;3453;505;24
EA15;<437, 5, 200>;False;-3;14;15;8250;1730;2552;-78;57
EA16;<437, 5, 200>;False;-3;15;15;8250;1730;2552;-78;57
EA17;<437, 5, 200>;False;-10;87;0;8250;3092;3706;25;92
EA18;<437, 5, 200>;False;-10;86;0;8250;523;362;-1341;5
EA19;<437, 5, 200>;False;-4;13;20;8250;1180;2211;739;62
EA20;<437, 5, 200>;False;-3;14;15;8250;2105;4000;286;67
EA21;<437, 5, 200>;False;-9;78;0;8250;2801;3252;-1140;80
EA22;<437, 5, 200>;False;-10;86;0;8250;4000;4000;1496;5
EA23;<437, 5, 200>;False;-4;18;15;8250;1583;2766;162;57
EA24;<437, 5, 200>;False;-10;85;0;8250;3779;2384;-899;54
EA25;<437, 5, 200>;False;-10;85;0;8250;523;362;-1341;5
EA26;<437, 5, 200>;False;-16;35;110;9350;2067;3989;-1234;16
EA27;<437, 5, 200>;False;-3;15;15;8250;1583;2766;162;57
EA28;<437, 5, 200>;False;-10;85;0;8250;822;1502;250;101
EA29;<437, 5, 200>;False;-2;0;20;8250;2172;2766;-514;81
EA30;<437, 5, 200>;False;-3;14;15;8250;1583;2766;162;57
EA31;<437, 5, 200>;False;-6;33;15;8250;3248;3783;-428;40
EA32;<437, 5, 200>;False;-5;22;20;8250;1180;2211;739;62
EA33;<437, 5, 200>;False;-3;14;15;8250;1730;2552;-78;57
EA34;<437, 5, 200>;False;-10;86;0;8250;4000;4000;240;92
EA35;<437, 5, 200>;False;-10;86;0;8250;2594;384;-81;71
EA36;<437, 5, 200>;False;-10;85;0;8250;1291;3213;-503;118
EA37;<437, 5, 200>;False;-10;86;0;8250;2242;1748;-464;51
EA38;<437, 5, 200>;False;-10;86;0;8250;4000;4000;1496;5
EA39;<437, 5, 200>;False;-9;78;0;8250;2801;3252;-1140;80
EA40;<437, 5, 200>;False;-10;86;0;8250;1575;3146;-420;90
EA41;<437, 5, 200>;False;-5;24;20;8250;1730;2552;-78;57
EA42;<437, 5, 200>;False;-3;13;15;8250;1730;2552;-78;57
EA43;<437, 5, 200>;False;-12;84;0;7700;1606;284;-71;45
EA44;<437, 5, 200>;False;-10;86;0;8250;523;362;-1341;5
EA45;<437, 5, 200>;False;-15;27;110;9350;2067;3989;-1234;16
EA46;<437, 5, 200>;False;-10;86;0;8250;822;1502;250;101
EA47;<437, 5, 200>;False;-3;14;15;8250;2105;4000;286;67
EA48;<437, 5, 200>;False;-6;32;20;8250;1730;2552;-78;57
EA49;<437, 5, 200>;False;-10;85;0;8250;2594;384;-81;71
EA50;<437, 5, 200>;False;-10;87;0;8250;1291;3213;-503;118
EA51;<437, 5, 200>;False;-14;21;105;9350;2067;3989;-1234;16
EA52;<437, 5, 200>;False;-10;86;0;8250;822;1502;250;101
EA53;<437, 5, 200>;False;-10;85;0;8250;523;362;-1341;5
EA54;<437, 5, 200>;False;-3;14;15;8250;1730;2552;-78;57
EA55;<437, 5, 200>;False;-2;0;20;8250;2801;3252;-1140;80
EA56;<437, 5, 200>;False;-6;35;15;8250;3248;3783;-428;40
EA57;<437, 5, 200>;False;-20;33;155;9350;2067;3989;-1234;16
EA58;<437, 5, 200>;False;-9;77;0;8250;2801;3252;-1140;80
EA59;<437, 5, 200>;False;-6;28;20;8250;1730;2552;-78;57
EA60;<437, 5, 200>;False;-10;85;0;8250;3779;2384;-899;54
EA61;<437, 5, 200>;False;-8;47;20;8250;1476;1483;-234;45
EA62;<437, 5, 200>;False;-10;86;0;8250;4000;4000;1496;5
EA63;<437, 5, 200>;False;-10;85;0;8250;523;362;-1341;5
EA64;<437, 5, 200>;False;-10;85;0;8250;1059;1775;-393;84
EA65;<437, 5, 200>;False;-10;86;0;8250;4000;4000;1496;5
EA66;<437, 5, 200>;False;-10;86;0;8250;1291;3213;-503;118
EA67;<437, 5, 200>;False;-10;85;0;8250;1291;3213;-503;118
EA68;<437, 5, 200>;False;-10;86;0;8250;4000;4000;240;92
EA69;<437, 5, 200>;False;-10;86;0;8250;1291;3213;-503;118
EA70;<437, 5, 200>;False;-10;86;0;8250;1291;3213;-503;118
EA71;<437, 5, 200>;False;-10;87;0;8250;1291;3213;-503;118
EA72;<437, 5, 200>;False;-5;23;20;8250;1730;2552;-78;57
EA73;<437, 5, 200>;False;-9;76;0;8250;2801;3252;-1140;80
EA74;<437, 5, 200>;False;-10;86;0;8250;4000;4000;240;92
EA75;<437, 5, 200>;False;-10;40;40;8250;1716;1821;-231;25
EA76;<437, 5, 200>;False;-10;86;0;8250;1673;2373;-290;88
EA77;<437, 5, 200>;False;-10;86;0;8250;4000;4000;-633;38
EA78;<437, 5, 200>;False;-10;86;0;8250;2594;384;-81;71
EA79;<437, 5, 200>;False;-10;86;0;8250;3460;2226;-859;6
EA80;<437, 5, 200>;False;-9;77;0;8250;2801;3252;-1140;80
