Name;Coord;Winner;Fitness;GameTime;Score;deffScore;suppScore;townLifeDeviation;supportActions;attackActions;dominanceLevel;deff1-ConquerRadius;deff1-AttackMinLife;deff1-SupportRadius;deff1-SupportMaxCap;deff1-SupportMinCap;off1-ConquerRadius;off1-AttackMinLife;off1-SupportRadius;off1-SupportMaxCap;off1-SupportMinCap;supp1-ConquerRadius;supp1-AttackMinLife;supp1-SupportRadius;supp1-SupportMaxCap;supp1-SupportMinCap;SupportTownRatio1;DeffTownRatio1;AtkTownRatio1;CategorisationRadius1;deff2-ConquerRadius;deff2-AttackMinLife;deff2-SupportRadius;deff2-SupportMaxCap;deff2-SupportMinCap;off2-ConquerRadius;off2-AttackMinLife;off2-SupportRadius;off2-SupportMaxCap;off2-SupportMinCap;supp2-ConquerRadius;supp2-AttackMinLife;supp2-SupportRadius;supp2-SupportMaxCap;supp2-SupportMinCap;SupportTownRatio;DeffTownRatio;AtkTownRatio;CategorisationRadius
KI_18;<3468, 5, 958>;False;0;501;0;0;0;50;0;0;2;3442;48;1436;27;77;1135;26;655;8;82;1340;25;1235;63;22;61;63;27;3191;313;21;3981;20;73;1074;49;1691;76;28;2702;28;798;89;43;42;92;12;1387
KI_19;<3468, 5, 958>;False;0;583;0;0;0;50;0;0;2;2940;49;3627;39;79;1459;71;1101;44;51;1550;16;1366;37;54;93;86;72;3036;580;90;3920;97;21;1313;20;3666;83;15;182;93;1310;10;63;8;35;86;267
KI_20;<3468, 5, 958>;False;0;506;0;0;0;50;0;0;2;3501;35;1071;33;11;735;40;490;9;8;1071;29;3386;84;49;96;46;48;1877;268;58;1778;21;39;1449;5;1583;12;60;2568;12;1131;92;69;58;91;2;3757
KI_21;<3468, 5, 958>;False;0;614;0;0;0;50;0;0;2;1632;62;2494;44;82;1622;11;1415;43;33;3233;25;3840;49;30;50;62;95;1747;3346;14;1142;10;73;250;43;2346;36;32;116;80;3569;94;47;57;81;1;209
KI_22;<3468, 5, 958>;False;0;543;0;0;0;50;0;0;2;1848;30;280;17;15;2322;60;3412;62;6;2433;62;1421;95;31;35;72;8;1809;3204;76;1058;23;18;2573;60;2104;47;97;1835;92;517;75;92;4;72;65;899
KI_23;<3468, 5, 958>;False;0;505;0;0;0;50;0;0;2;3882;55;1817;5;94;2067;20;180;36;70;1807;40;3331;27;7;49;51;89;1328;2442;63;3619;62;28;1469;38;3348;27;63;2712;39;3121;66;80;92;41;94;2488
KI_24;<3468, 5, 958>;False;0;452;0;0;0;50;0;0;2;2327;43;1362;56;97;2436;75;2875;43;85;234;99;1465;42;87;44;53;36;758;1207;53;574;73;72;832;9;1813;58;93;382;30;1326;82;64;34;73;37;839
KI_25;<3468, 5, 958>;False;0;550;0;0;0;50;0;0;2;3306;8;1342;99;83;306;60;3259;23;73;2107;71;1680;31;15;93;76;72;3496;1166;24;220;17;35;376;95;3462;19;47;2451;80;106;75;5;11;78;93;1536
KI_26;<3468, 5, 958>;False;0;498;0;0;0;50;0;0;2;1640;33;1483;82;8;3948;84;2686;27;82;1815;21;174;76;74;99;91;85;1682;2424;79;2222;89;86;2176;52;3270;50;56;2461;88;3021;43;12;44;83;4;335
KI_27;<3468, 5, 958>;False;2;505;2;0;0;50;0;2;2;2117;61;3726;55;11;1326;45;1691;39;20;1007;43;1010;5;99;71;16;88;155;3449;37;264;9;36;602;28;3663;37;88;349;82;1587;5;64;73;52;82;1284
KI_28;<3468, 5, 958>;False;0;550;0;0;0;50;0;0;2;3223;89;1574;9;14;679;97;1596;44;29;1352;53;2070;97;50;10;6;97;3734;735;37;1902;6;54;719;13;667;38;29;323;34;1808;51;46;69;5;5;2939
KI_29;<3468, 5, 958>;False;0;507;0;0;0;50;0;0;2;2869;90;1459;52;75;868;74;1055;43;33;722;27;3040;26;32;46;39;88;1889;3409;89;2050;26;36;1893;87;3152;81;28;432;6;2118;87;79;65;41;52;271
KI_30;<3468, 5, 958>;False;0;545;0;0;0;50;0;0;2;2419;43;1003;73;34;1953;6;2707;77;89;1340;75;252;42;93;10;93;5;3275;1099;16;635;11;49;2938;58;3798;65;99;704;56;1989;10;58;38;30;84;3375
KI_31;<3468, 5, 958>;False;0;592;0;0;0;50;0;0;2;3867;18;2245;78;28;2445;19;1599;10;71;3130;66;486;95;10;14;47;76;2517;2551;67;2388;44;5;908;49;393;60;55;2365;55;2443;13;73;87;92;13;3279
KI_32;<3468, 5, 958>;False;0;484;0;0;0;50;0;0;2;686;57;3032;64;26;1008;45;2421;27;14;3177;41;1665;33;97;50;29;55;1706;1678;64;127;27;51;1050;93;1422;66;70;1439;6;3564;12;40;26;30;51;2693
KI_33;<3468, 5, 958>;False;0;558;0;0;0;50;0;0;2;1715;21;3196;39;98;509;31;3504;25;38;1913;67;3742;37;46;49;61;85;822;2295;62;1112;16;42;2379;26;3492;46;83;2533;82;2385;93;33;43;65;8;2883
KI_34;<3468, 5, 958>;False;0;469;0;0;0;50;0;0;2;248;34;2944;91;31;225;88;971;65;73;1818;22;1002;74;88;61;26;71;554;741;53;623;18;43;1537;99;3476;8;74;3743;50;1490;75;23;75;53;61;2026
KI_35;<3468, 5, 958>;False;0;566;0;0;0;50;0;0;2;1433;51;3903;93;25;2964;99;3043;93;83;1711;23;3083;45;9;86;85;28;1747;2078;83;1538;41;33;3807;64;2153;93;26;518;51;2218;99;85;75;17;85;2294
KI_36;<3468, 5, 958>;False;0;476;0;0;0;50;0;0;2;3081;60;3093;84;27;2919;42;2624;29;6;1554;79;1855;40;36;54;98;66;1092;2463;98;253;49;76;1098;17;2320;97;88;1434;43;3590;26;73;45;16;26;2372
KI_37;<3468, 5, 958>;False;-17;563;3;-20;0;50;0;3;2;759;77;1069;86;7;3297;45;935;19;7;1437;51;3288;9;76;49;4;13;183;476;36;3662;38;9;2408;81;3915;93;82;741;55;1336;32;72;78;40;65;1456
KI_38;<3468, 5, 958>;False;0;492;0;0;0;50;0;0;2;3046;21;1581;29;34;2297;6;2877;15;10;2835;11;1693;45;43;33;64;47;2278;162;41;375;31;43;3084;67;240;73;15;2945;16;910;19;45;96;18;93;3925
KI_39;<3468, 5, 958>;False;0;492;0;0;0;50;0;0;2;2095;9;1539;32;62;2626;81;1470;80;19;3868;32;2697;97;40;23;96;1;2918;3826;50;1157;77;79;3960;50;3818;14;42;3393;78;1002;95;88;17;3;22;1638
KI_40;<3468, 5, 958>;False;0;445;0;0;0;50;0;0;2;2829;64;118;86;15;696;48;437;26;76;606;25;3322;31;75;76;8;66;2173;925;14;659;29;19;3348;40;1643;91;28;2730;97;2469;27;60;61;22;17;2127
KI_41;<3468, 5, 958>;False;0;493;0;0;0;50;0;0;2;2663;68;2030;83;6;1955;78;2607;46;19;447;89;885;90;29;64;47;79;3934;2038;77;225;76;12;1015;86;3269;34;58;369;47;319;60;68;64;99;54;1791
KI_42;<3468, 5, 958>;False;0;501;0;0;0;50;0;0;2;3266;64;2203;63;70;1160;86;292;10;26;1133;48;2616;23;48;0;77;75;2669;1660;89;2280;28;48;587;98;1503;45;43;2967;32;3420;75;42;76;84;89;1925
KI_43;<3468, 5, 958>;False;0;535;0;0;0;50;0;0;2;2302;12;416;36;6;2147;39;1398;85;17;322;98;936;33;30;95;73;20;2102;3431;37;2954;78;80;3235;96;2071;58;14;3655;50;2760;94;27;78;84;47;545
KI_44;<3468, 5, 958>;False;0;498;0;0;0;50;0;0;2;2635;14;3165;69;6;3382;12;1751;5;31;2146;57;2474;75;12;90;82;20;1858;759;37;1338;64;27;2153;54;804;18;39;1365;69;411;5;11;0;56;91;276
KI_45;<3468, 5, 958>;False;0;518;0;0;0;50;0;0;2;330;68;1604;96;99;884;26;601;9;51;2324;16;1448;98;15;70;19;59;2213;3841;92;3149;73;5;3907;87;2976;13;62;2235;59;184;50;93;67;56;30;2750
KI_46;<3468, 5, 958>;False;0;543;0;0;0;50;0;0;2;1791;64;3769;78;82;387;23;2899;89;14;2354;47;3642;46;46;33;25;24;2759;175;39;1439;6;98;3484;43;2437;29;75;2637;67;3935;91;39;85;3;61;1070
KI_47;<3468, 5, 958>;False;0;476;0;0;0;50;0;0;2;2290;61;1665;74;67;897;87;333;5;7;991;41;2755;23;94;36;24;54;2980;2063;23;1954;55;49;523;21;3691;93;68;197;5;1057;86;97;8;61;99;440
KI_48;<3468, 5, 958>;False;0;505;0;0;0;50;0;0;2;565;46;1449;50;62;3999;74;241;99;78;253;97;2316;6;89;24;55;36;3156;2595;93;3539;82;75;2621;15;1490;94;70;3121;85;654;67;90;86;70;64;1316
KI_49;<3468, 5, 958>;False;0;570;0;0;0;50;0;0;2;2151;18;1072;25;59;1870;98;3111;7;93;230;99;1583;6;81;70;77;70;1203;2739;60;1710;45;46;473;30;3139;27;35;3842;98;2202;72;48;54;64;48;3453
KI_50;<3468, 5, 958>;False;0;603;0;0;0;50;0;0;2;1590;11;1078;93;57;144;78;3735;64;94;1681;57;1766;6;40;47;2;96;1633;2208;80;3396;18;53;2141;49;2022;15;45;677;6;2644;64;24;57;81;41;1886
KI_51;<3468, 5, 958>;False;0;552;0;0;0;50;0;0;2;778;67;1948;16;25;1306;35;3377;29;16;3504;8;1874;62;99;48;54;25;3177;3791;63;1012;35;91;1766;83;2979;19;44;1645;88;2805;56;44;2;94;81;757
KI_52;<3468, 5, 958>;False;0;538;0;0;0;50;0;0;2;107;10;1726;89;16;479;94;2341;52;55;2639;6;3205;49;6;21;42;69;3129;2026;40;894;94;86;582;65;210;85;44;3749;25;982;21;38;20;38;80;1706
KI_53;<3468, 5, 958>;False;0;499;0;0;0;50;0;0;2;2353;15;3213;71;20;2754;16;2178;59;12;131;50;409;85;14;87;75;25;1568;957;26;2655;37;12;3965;66;413;62;7;504;51;2876;83;69;19;24;5;3295
KI_54;<3468, 5, 958>;False;-34;579;6;-40;0;50;0;6;2;2517;82;3961;89;60;3557;44;1722;13;21;1155;23;3120;78;74;64;96;44;468;847;71;1479;80;35;1813;22;2784;30;79;3481;25;422;79;97;2;46;62;411
KI_55;<3468, 5, 958>;False;0;508;0;0;0;50;0;0;2;1038;88;2272;47;30;386;56;3130;57;99;1396;63;2288;8;74;8;58;76;383;2988;98;580;20;27;2261;65;2930;28;5;2107;70;3860;61;29;36;89;53;2251
KI_56;<3468, 5, 958>;False;0;585;0;0;0;50;0;0;2;2034;35;3851;15;29;693;78;2313;28;13;3447;40;2195;78;6;15;4;74;2340;3588;59;1855;91;59;2191;89;528;57;84;3291;19;702;35;66;42;36;99;755
KI_57;<3468, 5, 958>;False;0;494;0;0;0;50;0;0;2;1751;67;887;80;90;761;35;2273;9;49;1916;99;3071;95;84;44;16;89;3667;2478;78;2895;64;62;840;17;252;84;98;603;20;3288;45;55;42;80;37;1028
KI_58;<3468, 5, 958>;False;0;530;0;0;0;50;0;0;2;1527;78;763;72;32;1905;60;2658;24;50;2874;90;196;40;47;77;26;23;954;3737;19;564;52;91;450;75;1970;6;89;2482;57;3478;60;76;54;25;59;3169
KI_59;<3468, 5, 958>;False;0;579;0;0;0;50;0;0;2;3048;67;891;56;52;3009;50;3718;81;10;1642;67;1227;96;6;74;74;25;2940;634;57;731;23;96;3999;19;1793;67;62;2343;10;1436;97;40;68;91;41;1104
KI_60;<3468, 5, 958>;False;0;554;0;0;0;50;0;0;2;2638;44;2577;61;43;2646;17;3318;84;51;2090;26;119;76;56;97;22;33;3202;2768;71;1341;54;92;3037;50;3233;60;60;2693;13;365;22;41;10;55;5;590
KI_61;<3468, 5, 958>;False;0;529;0;0;0;50;0;0;2;843;9;1735;57;73;3325;61;1510;53;61;1140;75;1956;93;21;93;32;86;870;2727;21;255;5;33;2154;45;122;97;15;3659;50;1761;24;10;2;67;63;2293
KI_62;<3468, 5, 958>;False;0;487;0;0;0;50;0;0;2;1023;25;3375;18;82;782;78;2963;95;29;1544;89;1850;40;23;81;58;98;772;2876;33;897;10;27;2561;36;3294;67;66;2280;92;3776;47;25;77;4;63;243
KI_63;<3468, 5, 958>;False;0;592;0;0;0;50;0;0;2;1510;63;974;19;61;2803;9;616;81;95;3974;28;2389;50;54;10;79;42;1821;2448;39;3115;21;56;427;28;3859;8;20;997;75;3479;38;15;98;92;97;1823
KI_64;<3468, 5, 958>;False;0;564;0;0;0;50;0;0;2;1696;33;3243;8;9;987;6;3793;86;35;2336;20;866;25;30;48;42;27;3471;1684;99;3033;73;37;1605;22;888;70;19;583;66;645;47;31;0;89;90;646
KI_65;<3468, 5, 958>;False;0;513;0;0;0;50;0;0;2;2925;17;511;98;62;2110;25;2855;26;73;2027;67;2843;56;6;53;46;49;3666;3910;33;601;43;68;2430;14;2711;70;89;3943;67;3011;55;32;98;89;2;2348
KI_66;<3468, 5, 958>;False;0;601;0;0;0;50;0;0;2;3914;14;3783;97;27;2900;79;2693;62;66;545;13;2637;91;10;84;42;9;949;3902;46;2986;15;86;529;24;3721;9;44;2577;93;1552;67;67;59;54;76;3561
KI_67;<3468, 5, 958>;False;0;485;0;0;0;50;0;0;2;402;82;250;61;60;3225;12;965;75;95;2956;50;394;84;43;86;44;84;3335;3132;47;2085;72;22;1501;73;3435;85;44;2795;44;2147;96;20;25;85;8;2653
KI_68;<3468, 5, 958>;False;0;603;0;0;0;50;0;0;2;2509;95;356;67;56;1857;97;1317;84;14;1284;49;128;37;74;50;60;17;3276;1676;13;3437;83;77;710;79;1202;38;51;3920;85;160;31;34;61;80;50;430
KI_69;<3468, 5, 958>;False;0;571;0;0;0;50;0;0;2;2092;65;1272;29;69;3600;33;1254;39;66;3959;97;3308;23;19;90;73;44;1971;1402;23;988;8;24;1011;5;3449;43;78;3222;26;323;60;90;67;75;21;2771
KI_70;<3468, 5, 958>;False;0;531;0;0;0;50;0;0;2;2922;79;1376;17;38;384;14;302;21;69;2248;37;2057;41;55;5;76;50;2728;3734;24;3704;46;34;958;17;3063;86;22;3348;46;3315;6;64;11;5;87;1694
KI_71;<3468, 5, 958>;False;0;505;0;0;0;50;0;0;2;910;53;3776;88;18;755;34;3294;90;44;2672;62;2580;56;11;42;32;92;3373;2618;66;655;90;93;126;53;825;12;89;2643;48;2784;64;42;96;29;26;1278
KI_72;<3468, 5, 958>;False;0;507;0;0;0;50;0;0;2;1141;81;2143;71;64;1449;86;2713;93;35;332;36;2829;46;95;63;35;49;1194;3288;69;3731;25;92;1851;38;1436;15;73;3691;92;2192;69;76;64;94;25;2230
KI_73;<3468, 5, 958>;False;0;508;0;0;0;50;0;0;2;3855;95;704;85;48;351;68;1871;84;38;2748;51;1145;71;85;77;99;2;2287;2989;24;2493;71;99;1621;43;2331;26;33;2284;71;2856;57;25;50;99;76;1950
KI_74;<3468, 5, 958>;False;0;474;0;0;0;50;0;0;2;3414;92;1865;67;56;3964;75;3568;9;60;2619;55;1422;23;41;47;51;17;2238;2224;91;1348;6;67;3436;45;279;41;74;1566;75;2385;54;58;11;9;24;1433
KI_75;<3468, 5, 958>;False;0;482;0;0;0;50;0;0;2;1604;46;3235;39;82;1637;55;2277;94;95;764;84;485;56;5;20;60;40;3757;2369;34;2665;11;45;1355;57;3705;88;32;1828;60;466;30;42;61;7;44;3870
KI_76;<3468, 5, 958>;False;0;528;0;0;0;50;0;0;2;3752;52;174;81;19;586;74;679;49;5;2450;79;2029;7;64;31;47;87;2933;1636;93;1415;43;90;269;66;3006;19;9;2571;76;914;27;85;25;39;12;3179
KI_77;<3468, 5, 958>;False;0;498;0;0;0;50;0;0;2;1710;94;3761;86;85;3801;9;1060;49;40;1840;39;1440;72;14;47;80;98;1781;1028;65;132;42;65;1014;45;1020;39;63;3987;37;2784;80;90;94;18;30;1173
KI_78;<3468, 5, 958>;False;0;575;0;0;0;50;0;0;2;536;81;3704;57;92;3488;52;1392;56;80;3841;82;2327;46;77;45;95;39;2260;571;58;3031;22;70;484;12;389;61;14;2634;98;3918;41;59;91;91;6;1341
KI_79;<3468, 5, 958>;False;0;476;0;0;0;50;0;0;2;2470;95;1840;37;62;3497;33;234;51;18;1730;76;784;52;54;40;29;12;3581;2754;20;2724;17;38;3874;24;2365;60;47;1950;42;1194;74;6;0;69;5;1047
KI_80;<3468, 5, 958>;False;0;485;0;0;0;50;0;0;2;3975;39;1284;63;38;1817;62;2081;62;59;1296;63;3957;93;55;35;32;98;1397;3538;73;681;94;54;2123;5;1947;46;19;729;51;1897;79;33;17;84;64;663
KI_81;<3468, 5, 958>;False;0;496;0;0;0;50;0;0;2;1471;34;3177;30;51;532;24;374;65;43;3522;72;604;75;39;6;67;54;2605;1586;32;1764;42;53;2120;13;2324;31;95;1705;5;1016;49;18;71;83;41;3337
KI_82;<3468, 5, 958>;False;0;440;0;0;0;50;0;0;2;1185;85;1800;74;41;819;68;3795;99;80;2330;21;3211;53;37;29;42;17;1079;3634;43;2276;81;35;1671;62;1284;93;37;3348;86;1181;60;97;74;63;77;169
KI_83;<3468, 5, 958>;False;0;520;0;0;0;50;0;0;2;931;29;1826;64;62;527;6;1923;81;66;1511;53;2672;49;74;88;26;2;3765;3016;75;2915;81;8;2113;95;3742;52;66;1036;78;2048;86;35;92;54;70;1094
KI_84;<3468, 5, 958>;False;0;471;0;0;0;50;0;0;2;168;97;572;58;87;3609;81;3096;66;37;507;59;3853;46;5;23;88;4;3553;2556;11;2950;54;47;548;69;2158;28;52;2462;49;871;90;76;38;28;45;3544
KI_85;<3468, 5, 958>;False;-52;658;8;-60;0;50;0;8;2;831;55;2714;28;91;3737;35;492;25;30;491;95;3161;15;72;85;7;64;1411;2560;76;3002;58;88;872;62;833;43;49;3984;20;156;53;37;49;66;66;3741
KI_86;<3468, 5, 958>;False;0;469;0;0;0;50;0;0;2;128;54;3493;87;11;1587;38;2207;80;87;1893;41;2182;96;41;50;74;72;804;2494;24;1000;11;37;3158;16;1430;47;70;2909;24;3305;20;21;91;78;53;1272
KI_87;<3468, 5, 958>;False;0;467;0;0;0;50;0;0;2;413;84;3915;99;35;3956;85;3650;47;34;2317;11;2613;23;54;2;77;57;2594;794;55;3394;53;33;916;98;1177;41;82;3460;88;3476;79;70;40;90;59;1421
KI_88;<3468, 5, 958>;False;0;467;0;0;0;50;0;0;2;2304;67;3924;16;32;1874;35;3738;75;64;861;25;3145;93;23;30;55;97;1516;1142;17;1862;27;46;3698;56;3339;16;43;3402;50;997;82;65;32;44;16;303
KI_89;<3468, 5, 958>;False;0;586;0;0;0;50;0;0;2;2714;94;2569;49;33;2914;21;3076;63;82;678;12;3565;80;80;26;86;81;2662;2989;8;3493;70;79;3123;31;3411;42;33;1171;30;1111;63;81;57;80;3;2195
KI_90;<3468, 5, 958>;False;-62;639;8;-70;0;50;0;8;2;1193;42;387;39;8;903;9;1607;24;85;3754;20;1108;98;14;88;95;31;771;3132;5;102;68;58;2938;44;1772;86;37;2503;34;511;58;88;61;83;87;2256
KI_91;<3468, 5, 958>;False;0;600;0;0;0;50;0;0;2;3832;53;492;55;11;2146;19;1356;39;97;1036;76;2479;75;74;95;64;19;2903;2877;89;1480;51;88;1091;6;2841;50;36;613;68;3956;40;53;30;41;62;2329
KI_92;<3468, 5, 958>;False;0;505;0;0;0;50;0;0;2;1728;6;1392;76;41;2788;41;443;42;30;863;84;2122;84;91;22;82;89;3242;1154;26;2384;8;73;2719;13;1111;86;90;643;23;1283;92;42;96;66;60;967
KI_93;<3468, 5, 958>;False;0;498;0;0;0;50;0;0;2;1541;19;1544;71;94;1868;40;1261;56;51;2793;61;2146;20;61;31;50;77;1540;3646;92;3543;39;8;2657;89;3459;63;44;317;31;3611;68;97;15;73;75;556
KI_94;<3468, 5, 958>;False;0;567;0;0;0;50;0;0;2;3646;72;3547;94;51;2848;22;691;22;71;3513;45;2174;85;62;6;98;75;2329;1262;91;2651;21;55;2563;26;2953;43;57;1823;50;2756;72;69;10;0;46;1993
KI_95;<3468, 5, 958>;False;0;577;0;0;0;50;0;0;2;3098;37;2013;68;14;3780;84;2992;93;57;530;68;3916;18;40;58;13;61;3119;1891;76;840;77;81;320;33;3079;48;98;323;88;3113;87;34;97;77;5;946
KI_96;<3468, 5, 958>;False;0;479;0;0;0;50;0;0;2;1558;17;1614;16;42;167;94;3457;8;11;3898;26;1775;29;41;54;46;90;1695;359;24;246;88;66;1785;31;1928;96;48;760;72;1570;45;68;3;35;0;1767
KI_97;<3468, 5, 958>;False;0;567;0;0;0;50;0;0;2;2013;33;1821;39;93;2065;96;208;95;66;3747;25;238;77;40;32;79;30;1523;1943;71;920;94;80;1494;22;413;62;82;2361;86;3193;32;95;28;74;89;3962
KI_98;<3468, 5, 958>;False;-24;543;6;-30;0;50;0;6;2;2603;65;1290;87;68;2274;44;2743;46;33;2146;91;2387;76;9;89;71;2;857;866;12;2529;84;71;1649;10;2788;29;44;533;48;3800;84;51;61;11;57;3132
KI_99;<3468, 5, 958>;False;0;513;0;0;0;50;0;0;2;3787;89;1096;7;50;2453;75;1184;14;77;2946;60;1322;68;25;11;35;13;1342;2513;81;3382;51;33;3606;98;2623;86;32;3556;39;2894;86;49;54;21;35;2335
KI_100;<3468, 5, 958>;False;0;491;0;0;0;50;0;0;2;3148;28;3922;46;71;1805;87;634;63;94;290;48;2156;76;26;43;41;44;2108;3090;87;3907;35;59;3805;67;1653;68;28;3833;61;1420;83;15;68;87;26;998
KI_101;<3468, 5, 958>;False;0;484;0;0;0;50;0;0;2;3514;60;712;26;99;2954;48;241;62;69;2696;29;3366;82;26;22;63;71;2592;1676;76;3324;21;22;3571;85;408;81;92;1729;81;2312;8;24;78;25;11;3129
KI_102;<3468, 5, 958>;False;0;508;0;0;0;50;0;0;2;3136;73;1735;13;27;3494;37;3775;76;21;860;79;298;48;32;93;6;73;3529;3584;39;1931;19;92;147;26;1203;69;72;2994;36;1668;80;98;32;20;18;3958
KI_103;<3468, 5, 958>;False;0;596;0;0;0;50;0;0;2;634;91;3262;68;27;1662;20;793;86;30;1096;26;3989;14;85;16;77;83;763;3425;88;333;35;77;218;60;1972;50;84;3483;78;3122;78;39;9;80;99;1673
KI_104;<3468, 5, 958>;False;0;568;0;0;0;50;0;0;2;3520;54;2855;35;63;480;91;2087;44;38;1192;20;3243;59;96;81;89;19;862;1947;70;2158;13;94;1880;54;636;72;98;653;92;1288;14;75;0;1;88;2494
