Name;Coord;Winner;Fitness;GameTime;Score;deffScore;suppScore;townLifeDeviation;deff-ConquerRadius;deff-AttackMinLife;deff-SupportRadius;deff-SupportMaxCap;deff-SupportMinCap;off-ConquerRadius;off-AttackMinLife;off-SupportRadius;off-SupportMaxCap;off-SupportMinCap;supp-ConquerRadius;supp-AttackMinLife;supp-SupportRadius;supp-SupportMaxCap;supp-SupportMinCap;SupportTownRatio;DeffTownRatio;AtkTownRatio;CategorisationRadius
EA148;<3468, 5, 958>;False;1;595;0;0;1;50;2307;80;3239;79;77;1556;80;234;63;13;1127;40;3772;87;71;12;56;2;1584
EA135;<3468, 5, 958>;False;161;563;260;-100;1;50;1440;38;1624;19;63;1465;8;3896;9;10;3780;53;3805;95;99;75;22;11;705
EA133;<3468, 5, 958>;False;1;501;0;0;1;50;2204;88;2199;62;80;1361;68;481;96;28;2825;68;2625;64;32;49;89;20;543
EA123;<3468, 5, 958>;False;21;618;40;-20;1;50;360;7;679;33;31;3021;52;149;84;40;1622;91;342;27;94;77;35;7;490
EA120;<3468, 5, 958>;False;1;644;0;0;1;50;2373;49;748;75;43;2312;86;1234;99;46;3932;19;1265;6;91;16;91;14;2584
EA114;<3468, 5, 958>;False;1;606;0;0;1;50;1010;42;2031;39;99;798;7;2020;13;18;484;70;459;76;47;54;45;85;3439
EA103;<3468, 5, 958>;False;1;526;0;0;1;50;1096;95;2302;95;31;2207;66;840;63;36;2898;15;2329;76;54;77;34;15;2587
EA91;<3468, 5, 958>;False;1;619;0;0;1;50;3877;17;2590;65;22;3652;96;453;71;64;3639;72;1819;5;87;24;10;25;1642
EA90;<3468, 5, 958>;False;1;574;0;0;1;50;3360;39;543;86;76;317;22;3185;41;32;734;39;504;68;29;29;36;33;2120
EA85;<3468, 5, 958>;False;91;576;160;-70;1;50;1960;64;2377;97;16;2957;14;1269;33;61;167;90;3152;66;41;31;15;69;340
EA78;<3468, 5, 958>;False;1;627;0;0;1;50;2794;70;2673;48;47;2173;6;2112;13;21;553;57;446;57;66;41;52;52;2380
EA75;<3468, 5, 958>;False;1;618;0;0;1;50;3342;59;1254;58;18;3483;33;2209;99;73;1605;54;1020;14;88;11;10;19;3813
EA60;<3468, 5, 958>;False;1;536;0;0;1;50;187;21;2743;76;77;3959;49;3691;76;14;1983;68;3076;97;99;85;38;62;3938
EA45;<3468, 5, 958>;False;1;641;0;0;1;50;426;42;1176;75;23;1560;67;1604;62;22;170;48;2389;51;24;88;76;52;3864
EA32;<3468, 5, 958>;False;1;629;0;0;1;50;1739;81;1606;97;27;3158;21;342;95;31;944;11;260;16;79;64;17;81;2179
EA31;<3468, 5, 958>;False;1;542;0;0;1;50;2217;6;1404;79;91;1950;88;155;33;85;2746;55;271;34;62;23;18;98;114
EA6;<3468, 5, 958>;False;1;573;0;0;1;50;2206;89;553;43;52;2023;40;1108;82;39;3496;11;3862;70;99;45;53;28;3878
EA2;<3468, 5, 958>;False;1;537;0;0;1;50;1605;94;2800;34;9;1088;85;1695;53;71;3283;70;2126;7;34;58;28;22;1334
EA197;<3468, 5, 958>;False;101;578;120;-20;1;50;1941;96;462;7;86;2419;37;2171;49;5;2029;34;2222;56;11;71;14;25;951
EA196;<3468, 5, 958>;False;1;478;0;0;1;50;3759;38;1568;59;69;3709;32;1520;26;77;3557;84;3132;12;46;29;23;68;2195
EA192;<3468, 5, 958>;False;1;517;0;0;1;50;269;38;3497;68;49;1476;53;1511;41;80;2849;38;1712;71;28;50;55;31;1721
EA182;<3468, 5, 958>;False;1;646;0;0;1;50;314;93;2167;72;58;3121;60;1495;18;20;2110;82;3430;74;96;4;55;7;1896
EA185;<3468, 5, 958>;False;1;517;0;0;1;50;2087;61;3733;75;80;1920;84;984;27;77;806;38;655;16;82;9;78;33;2636
EA176;<3468, 5, 958>;False;1;514;0;0;1;50;1158;78;1999;32;13;180;11;3765;81;34;1345;82;2929;65;87;76;66;50;2456
EA168;<3468, 5, 958>;False;1;607;0;0;1;50;1080;33;1937;65;82;378;35;2336;53;10;2970;93;3244;68;98;67;19;66;853
EA173;<3468, 5, 958>;False;181;440;200;-20;1;50;994;9;3227;15;38;2718;7;3106;42;68;1511;79;2270;41;21;72;29;13;1051
EA157;<3468, 5, 958>;False;1;611;0;0;1;50;3102;88;711;47;34;2946;6;2904;6;63;1234;63;1676;37;26;81;62;74;1408
EA137;<3468, 5, 958>;False;1;589;0;0;1;50;348;49;1923;46;92;698;96;1249;7;48;2381;20;520;77;36;92;85;2;1638
EA138;<3468, 5, 958>;False;21;525;40;-20;1;50;1032;90;136;24;66;1351;23;129;64;31;2402;52;1835;72;21;53;99;39;566
EA107;<3468, 5, 958>;False;1;511;0;0;1;50;804;17;660;44;26;930;6;2695;24;81;3505;33;3451;97;8;97;47;36;2944
EA105;<3468, 5, 958>;False;221;567;280;-60;1;50;1388;44;3640;18;82;2655;8;2467;23;55;2680;55;2928;57;98;51;7;86;703
EA82;<3468, 5, 958>;False;1;610;0;0;1;50;1088;19;417;53;55;119;56;2447;40;18;654;63;2739;40;58;49;31;12;1652
EA80;<3468, 5, 958>;False;41;492;60;-20;1;50;2051;61;3704;87;88;1569;25;2535;73;31;2024;66;495;14;94;39;63;2;2305
EA79;<3468, 5, 958>;False;1;660;0;0;1;50;1250;5;634;56;73;3980;31;1190;8;23;3763;17;439;99;89;53;10;69;3505
EA64;<3468, 5, 958>;False;71;646;80;-10;1;50;2631;32;3440;83;98;3542;50;2092;24;73;2717;61;796;18;90;89;29;87;293
EA62;<3468, 5, 958>;False;1;597;0;0;1;50;3549;71;3464;56;51;3427;77;2799;96;43;140;76;2756;95;93;78;48;87;948
EA40;<3468, 5, 958>;False;1;564;0;0;1;50;2718;24;1013;55;76;2221;9;3992;39;42;2897;18;1814;41;99;8;89;90;1685
EA34;<3468, 5, 958>;False;1;514;0;0;1;50;494;17;2965;44;67;2967;88;237;19;9;1124;54;1799;44;92;24;98;66;751
EA29;<3468, 5, 958>;False;1;633;0;0;1;50;158;97;1232;87;29;3324;93;486;80;97;1356;52;2613;97;64;55;49;32;2853
EA21;<3468, 5, 958>;False;1;572;0;0;1;50;2184;87;455;99;26;3522;82;1156;28;57;2235;10;352;50;65;60;40;25;2823
EA12;<3468, 5, 958>;False;1;607;0;0;1;50;1374;11;2120;35;30;525;72;2412;41;5;778;51;1461;55;41;21;46;51;336
EA11;<3468, 5, 958>;False;1;555;0;0;1;50;3950;39;3673;64;72;2597;70;935;49;30;1026;10;1346;29;10;39;49;98;3283
EA5;<3468, 5, 958>;False;1;600;0;0;1;50;3770;25;1997;59;76;699;63;1296;85;27;2304;99;2279;65;50;37;71;62;2640
EA0;<3468, 5, 958>;False;1;576;0;0;1;50;1669;85;1112;67;86;3636;36;1367;24;10;1592;21;2208;24;90;17;60;91;1095
EA186;<3468, 5, 958>;False;1;564;0;0;1;50;1819;71;3063;32;75;328;65;1890;32;93;2059;71;125;23;86;12;40;83;2234
EA180;<3468, 5, 958>;False;1;594;0;0;1;50;1970;39;3476;6;66;1333;42;1995;34;95;153;91;1649;57;6;20;20;63;1863
EA164;<3468, 5, 958>;False;1;562;0;0;1;50;3980;38;2374;43;78;2023;67;2869;13;69;1447;17;1656;41;46;49;47;2;1866
EA155;<3468, 5, 958>;False;1;509;0;0;1;50;1503;25;2178;46;24;3744;61;2894;78;41;102;57;3247;70;23;7;20;25;512
EA146;<3468, 5, 958>;False;61;622;80;-20;1;50;2824;82;2223;58;94;2173;41;1405;78;20;2162;39;1837;9;26;26;19;13;1343
EA132;<3468, 5, 958>;False;1;534;0;0;1;50;2371;67;641;85;32;291;95;2448;60;86;372;40;1029;84;63;35;72;25;3020
EA116;<3468, 5, 958>;False;1;578;0;0;1;50;2955;51;1887;62;10;3623;8;1810;10;11;1641;8;3879;20;9;56;55;63;1254
EA99;<3468, 5, 958>;False;1;523;0;0;1;50;109;54;3032;44;41;3318;97;864;59;58;730;56;3950;33;71;18;99;63;737
EA97;<3468, 5, 958>;False;1;546;0;0;1;50;3811;90;1408;48;36;2262;95;2255;29;41;2756;71;3169;19;23;57;49;9;1344
EA93;<3468, 5, 958>;False;1;560;0;0;1;50;3728;63;2637;8;97;762;44;728;23;74;1030;76;1278;96;50;6;40;96;587
EA89;<3468, 5, 958>;False;1;622;0;0;1;50;742;65;1393;85;87;1582;73;1480;7;84;1516;10;2171;21;16;15;91;1;3579
EA86;<3468, 5, 958>;False;71;527;80;-10;1;50;1708;85;1479;90;56;3822;38;2590;93;94;2944;22;1500;49;91;50;29;2;2446
EA70;<3468, 5, 958>;False;1;585;0;0;1;50;1389;91;3452;70;93;2445;33;2281;83;83;548;42;1673;62;7;48;79;60;2296
EA74;<3468, 5, 958>;False;1;532;0;0;1;50;880;89;2148;84;9;2917;15;1419;87;17;3579;77;2690;33;46;20;40;5;1014
EA42;<3468, 5, 958>;False;1;609;0;0;1;50;1133;47;3350;49;43;3178;73;2707;31;16;3303;30;388;86;12;25;42;76;2275
EA47;<3468, 5, 958>;False;1;506;0;0;1;50;3975;18;3155;21;84;3870;96;999;49;91;1650;5;831;74;16;92;77;68;883
EA26;<3468, 5, 958>;False;1;576;0;0;1;50;1017;98;2787;77;22;3522;81;1053;88;98;3735;30;338;46;96;23;62;79;2948
EA3;<3468, 5, 958>;False;1;577;0;0;1;50;3591;42;2201;71;76;250;76;2506;39;29;2681;26;611;65;95;9;56;1;2144
EA184;<3468, 5, 958>;False;1;555;0;0;1;50;637;46;139;5;40;993;68;810;96;61;3921;68;1015;30;22;46;26;82;3579
EA169;<3468, 5, 958>;False;1;493;0;0;1;50;238;97;3357;8;19;811;42;1988;41;85;3971;19;195;10;17;29;68;80;2546
EA162;<3468, 5, 958>;False;1;559;0;0;1;50;2184;21;212;29;52;3116;77;3465;98;93;1571;36;2723;35;97;35;45;1;2289
EA159;<3468, 5, 958>;False;1;630;0;0;1;50;3260;98;1499;90;88;708;76;3874;26;37;186;51;699;66;17;74;18;25;1876
EA160;<3468, 5, 958>;False;1;511;0;0;1;50;1935;50;3319;10;83;1297;49;3339;78;23;1398;49;3390;17;78;72;84;48;2779
EA151;<3468, 5, 958>;False;111;598;200;-90;1;50;1178;91;3288;18;94;1314;13;2299;54;99;3632;66;2204;23;40;21;77;43;402
EA122;<3468, 5, 958>;False;1;624;0;0;1;50;3366;10;358;11;21;2210;5;3681;85;43;1536;32;736;13;61;30;98;86;2630
EA121;<3468, 5, 958>;False;1;558;0;0;1;50;2010;45;3029;14;14;521;85;1395;91;56;1025;23;553;52;91;72;25;87;2605
EA124;<3468, 5, 958>;True;161;354;140;-10;31;3.07;2367;80;549;86;63;3717;11;1996;45;38;2132;96;3609;23;99;48;73;30;292
EA106;<3468, 5, 958>;False;1;626;0;0;1;50;1439;69;3621;16;70;541;52;1592;29;33;2734;21;1243;81;33;49;10;12;2337
EA104;<3468, 5, 958>;False;1;510;0;0;1;50;531;94;3994;66;26;2357;26;2986;38;12;3424;17;3443;95;90;27;37;65;2630
EA101;<3468, 5, 958>;False;1;521;0;0;1;50;3845;29;1510;28;48;3774;22;630;99;25;1440;72;964;87;48;1;42;99;2016
EA95;<3468, 5, 958>;False;1;638;0;0;1;50;2135;76;3966;18;10;2991;16;739;93;53;1880;44;3715;90;99;62;40;56;1327
EA94;<3468, 5, 958>;False;31;587;60;-30;1;50;1058;54;119;54;75;1315;16;373;49;34;493;94;2729;46;91;2;64;96;691
EA87;<3468, 5, 958>;False;1;612;0;0;1;50;933;60;1603;6;22;1699;41;3149;26;29;292;98;1367;73;99;26;21;65;1769
EA84;<3468, 5, 958>;False;1;549;0;0;1;50;3251;26;1417;90;55;193;33;112;86;43;3253;28;1784;73;45;70;25;99;1672
EA76;<3468, 5, 958>;False;1;606;0;0;1;50;3935;24;2999;43;62;2221;80;1319;67;5;2675;77;308;76;16;87;48;65;2665
EA66;<3468, 5, 958>;False;1;696;0;0;1;50;2337;27;2626;74;22;572;26;3259;50;25;992;83;2540;23;49;56;81;41;2388
EA59;<3468, 5, 958>;False;1;653;0;0;1;50;2604;19;2633;57;28;3525;70;3834;79;87;1978;43;138;75;18;15;47;61;2090
EA55;<3468, 5, 958>;False;1;539;0;0;1;50;2773;54;1259;66;38;1896;9;3563;20;47;1301;88;685;90;61;20;83;27;1136
EA50;<3468, 5, 958>;False;1;610;0;0;1;50;1408;9;3519;14;35;3876;39;2650;58;57;3813;9;2515;38;82;47;91;65;1461
EA49;<3468, 5, 958>;False;1;492;0;0;1;50;491;23;1604;81;59;2968;46;2292;36;42;928;32;2004;47;33;15;51;96;1145
EA35;<3468, 5, 958>;False;1;681;0;0;1;50;2134;62;256;6;77;3764;81;3291;74;75;3042;29;770;50;89;55;1;29;2478
EA24;<3468, 5, 958>;False;121;640;160;-40;1;50;3836;39;1546;28;5;2591;40;1541;91;66;3964;85;3030;68;71;76;35;71;755
EA28;<3468, 5, 958>;False;31;605;40;-10;1;50;2407;72;3210;59;83;1683;42;1828;90;98;1005;27;1300;38;97;11;61;9;201
EA20;<3468, 5, 958>;False;1;511;0;0;1;50;3447;62;1971;85;66;807;69;1498;43;41;1738;89;615;26;47;0;74;82;1789
EA18;<3468, 5, 958>;False;1;520;0;0;1;50;3060;74;3623;91;67;2056;40;2806;43;76;2521;70;469;8;56;16;13;2;1233
EA9;<3468, 5, 958>;False;1;606;0;0;1;50;618;61;2093;85;27;3354;51;2804;29;72;3306;60;764;60;87;72;82;44;2141
EA13;<3468, 5, 958>;False;1;566;0;0;1;50;259;23;2794;80;90;229;15;977;64;51;3147;16;1287;88;9;22;6;88;2162
EA4;<3468, 5, 958>;False;1;584;0;0;1;50;3962;99;423;8;99;2311;99;1452;77;16;3410;62;235;59;29;81;63;68;330
EA193;<3468, 5, 958>;False;1;552;0;0;1;50;2888;81;2100;65;95;1654;71;3827;60;55;2751;85;494;40;40;17;65;33;2205
EA178;<3468, 5, 958>;False;1;606;0;0;1;50;1747;27;973;65;73;765;89;1483;36;59;730;60;1678;72;24;67;61;9;2987
EA179;<3468, 5, 958>;False;11;535;20;-10;1;50;112;22;2835;17;74;942;30;2924;11;73;1803;74;2161;17;28;34;1;20;295
EA177;<3468, 5, 958>;False;1;534;0;0;1;50;2179;60;892;9;50;3631;37;3561;82;73;2467;77;974;12;32;11;38;63;3750
EA175;<3468, 5, 958>;False;1;517;0;0;1;50;3276;86;2092;5;89;2629;6;1986;20;17;1519;59;220;62;49;14;32;28;1569
EA170;<3468, 5, 958>;False;1;549;0;0;1;50;2140;55;3192;47;87;1925;61;3751;37;15;1122;16;1261;53;8;80;99;71;3527
EA165;<3468, 5, 958>;False;1;635;0;0;1;50;2184;18;686;16;78;447;23;1258;8;64;1672;41;1316;53;79;66;43;28;2014
EA131;<3468, 5, 958>;False;1;519;0;0;1;50;1826;52;2831;97;43;554;74;2434;95;86;1814;95;543;59;55;49;44;25;3017
EA115;<3468, 5, 958>;False;1;532;0;0;1;50;1356;13;955;36;7;134;76;2236;27;98;1306;75;1913;42;32;27;85;43;167
EA112;<3468, 5, 958>;False;1;606;0;0;1;50;3840;6;1024;57;18;1809;58;3365;34;97;2792;12;1305;43;62;20;32;37;2215
EA113;<3468, 5, 958>;False;1;545;0;0;1;50;2238;45;2935;8;91;2673;18;278;30;83;2170;78;3373;25;99;45;91;87;1265
EA19;<3468, 5, 958>;False;1;539;0;0;1;50;2417;50;2110;22;40;3918;50;178;75;82;1627;92;3197;29;57;4;56;17;3645
EA14;<3468, 5, 958>;False;1;565;0;0;1;50;2616;44;1060;88;46;896;18;868;49;8;3751;18;1452;9;34;20;69;86;2485
EA188;<3468, 5, 958>;False;1;619;0;0;1;50;835;63;1603;29;27;1267;81;365;76;33;1212;11;786;5;57;91;84;15;2803
EA172;<3468, 5, 958>;False;1;637;0;0;1;50;3862;27;731;60;81;1570;86;1335;28;55;3953;60;2209;28;10;13;13;67;2197
EA171;<3468, 5, 958>;False;1;529;0;0;1;50;1336;36;614;87;58;2924;50;443;44;30;2721;51;2393;60;93;40;6;69;2614
EA166;<3468, 5, 958>;False;1;533;0;0;1;50;2917;10;175;13;90;2371;97;1724;24;26;3658;41;2479;27;59;82;29;3;2501
EA161;<3468, 5, 958>;False;1;573;0;0;1;50;548;93;2038;72;8;1082;45;1755;23;89;3615;5;1347;90;19;42;33;17;1483
EA158;<3468, 5, 958>;False;1;517;0;0;1;50;2256;79;3971;69;70;3499;41;2431;27;44;2604;36;248;20;11;96;48;75;3208
EA154;<3468, 5, 958>;False;1;502;0;0;1;50;2243;9;3904;95;39;309;5;560;40;93;866;24;1980;57;99;69;42;97;3045
EA147;<3468, 5, 958>;False;1;581;0;0;1;50;2508;98;1208;13;6;111;86;3364;37;16;3734;51;2062;97;90;3;90;46;2709
EA140;<3468, 5, 958>;False;1;549;0;0;1;50;3289;90;3735;55;75;147;79;2287;10;29;3728;47;611;18;36;42;43;19;1464
EA134;<3468, 5, 958>;False;1;554;0;0;1;50;1707;63;2735;26;70;2990;40;906;33;66;2049;54;2358;53;19;55;7;42;3007
EA128;<3468, 5, 958>;False;1;552;0;0;1;50;2108;40;585;92;29;963;19;3773;29;83;151;87;3713;96;84;76;7;86;3076
EA127;<3468, 5, 958>;False;1;524;0;0;1;50;1001;53;3691;99;6;2940;64;321;77;58;2919;66;906;56;41;23;74;34;402
EA125;<3468, 5, 958>;False;1;612;0;0;1;50;3190;33;3289;26;88;2236;79;1594;70;77;947;37;460;55;21;34;68;49;2899
EA118;<3468, 5, 958>;False;1;607;0;0;1;50;712;77;1943;66;58;1979;52;2023;87;50;1730;51;1104;59;71;63;27;70;1693
EA119;<3468, 5, 958>;False;1;565;0;0;1;50;173;19;1058;26;98;1584;60;3929;61;41;765;67;1174;85;6;21;80;54;777
EA98;<3468, 5, 958>;False;1;563;0;0;1;50;2992;64;1454;47;39;368;7;2052;23;67;3953;9;261;55;23;88;61;60;2073
EA96;<3468, 5, 958>;False;1;557;0;0;1;50;3632;6;1388;14;28;3420;95;912;92;14;1638;67;1492;14;94;51;70;17;285
EA88;<3468, 5, 958>;False;1;660;0;0;1;50;244;49;3346;32;57;1507;89;3011;16;73;3482;70;228;13;20;64;7;40;1909
EA54;<3468, 5, 958>;False;1;596;0;0;1;50;3121;35;1759;74;50;3848;67;571;23;94;3765;15;787;87;82;14;79;89;2359
EA48;<3468, 5, 958>;False;1;511;0;0;1;50;535;29;1759;61;47;2741;52;2487;18;29;646;81;1782;74;27;12;96;83;1901
EA36;<3468, 5, 958>;False;61;733;120;-60;1;50;221;83;3544;71;7;1110;22;3946;44;9;2536;20;1682;83;48;88;15;9;254
EA46;<3468, 5, 958>;False;1;544;0;0;1;50;535;58;3775;17;20;2764;78;2604;45;72;183;23;1384;29;47;49;77;29;1319
EA22;<3468, 5, 958>;False;1;664;0;0;1;50;3498;21;2546;25;17;2579;88;929;15;65;1464;12;3494;63;12;62;85;35;1672
EA16;<3468, 5, 958>;False;1;527;0;0;1;50;1106;60;916;38;47;845;98;382;80;35;3981;69;3616;84;66;58;3;66;1112
EA1;<3468, 5, 958>;False;1;626;0;0;1;50;1874;46;250;60;39;3927;78;1161;40;32;2192;57;732;86;88;25;31;47;3448
EA198;<3468, 5, 958>;False;1;527;0;0;1;50;643;88;3138;42;94;977;61;1530;56;93;542;49;2593;48;47;75;40;34;1241
EA190;<3468, 5, 958>;False;121;525;180;-60;1;50;1433;24;3080;21;52;2844;6;374;83;67;3200;71;2531;38;71;59;38;87;137
EA187;<3468, 5, 958>;False;51;638;60;-10;1;50;938;91;2375;16;62;1728;47;108;24;70;1743;81;1453;5;45;32;19;17;715
EA183;<3468, 5, 958>;False;1;547;0;0;1;50;1261;93;3271;20;6;1570;82;2636;78;89;2338;92;2786;92;68;11;63;30;3073
EA174;<3468, 5, 958>;False;71;558;80;-10;1;50;1376;74;1763;74;55;2290;47;227;19;76;2178;24;395;43;27;33;86;43;900
EA152;<3468, 5, 958>;False;1;648;0;0;1;50;2128;88;3631;98;30;3929;89;3065;13;53;592;94;1100;89;37;8;97;26;1714
EA156;<3468, 5, 958>;False;1;534;0;0;1;50;1604;80;587;80;98;1509;19;3116;54;85;720;17;1085;25;20;64;21;38;2122
EA149;<3468, 5, 958>;False;1;644;0;0;1;50;2176;54;267;80;55;938;19;811;44;73;2220;9;1536;70;8;87;94;99;2527
EA144;<3468, 5, 958>;False;131;700;200;-70;1;50;3445;21;2519;91;39;2125;42;3418;7;50;2560;26;1094;70;97;14;6;56;1124
EA145;<3468, 5, 958>;False;21;617;20;0;1;50;735;66;2098;9;5;884;49;2208;51;85;3648;73;2021;90;35;92;8;5;324
EA143;<3468, 5, 958>;False;1;610;0;0;1;50;1634;12;356;96;63;3609;29;150;27;53;1325;76;2051;88;84;12;20;17;3671
EA136;<3468, 5, 958>;False;1;622;0;0;1;50;3404;9;2895;11;19;1847;57;2586;87;67;2042;89;3698;16;39;25;60;54;2338
EA139;<3468, 5, 958>;False;1;531;0;0;1;50;3195;19;1244;27;24;797;81;803;41;62;2419;96;1658;19;55;95;7;13;1862
EA130;<3468, 5, 958>;False;1;564;0;0;1;50;2679;26;3770;40;97;984;28;823;15;61;1553;35;1009;79;40;85;54;56;1156
EA129;<3468, 5, 958>;False;1;538;0;0;1;50;2137;26;2287;53;69;177;73;2624;63;83;2003;55;1847;62;51;41;55;79;2728
EA111;<3468, 5, 958>;False;1;607;0;0;1;50;1389;70;1550;61;83;2401;76;700;99;53;817;71;2844;17;66;73;53;7;985
EA109;<3468, 5, 958>;False;51;484;80;-30;1;50;2743;18;972;17;41;2331;12;786;23;29;1107;60;1190;47;33;69;13;39;213
EA100;<3468, 5, 958>;False;21;649;40;-20;1;50;3898;59;2868;96;99;3582;53;3045;62;47;2407;12;768;10;77;93;77;0;3020
EA102;<3468, 5, 958>;False;31;512;40;-10;1;50;3063;50;2490;22;28;3003;61;3942;32;57;984;43;820;11;40;29;45;36;903
EA81;<3468, 5, 958>;False;1;526;0;0;1;50;3775;91;1436;73;66;1351;80;743;57;19;874;58;1533;28;97;2;93;83;222
EA65;<3468, 5, 958>;False;1;554;0;0;1;50;3670;93;1135;66;45;2411;65;1485;35;58;2353;28;1091;5;89;20;62;64;3979
EA61;<3468, 5, 958>;False;1;530;0;0;1;50;378;29;659;12;37;3354;87;1205;39;25;3310;7;2459;47;94;70;20;71;1802
EA56;<3468, 5, 958>;False;1;522;0;0;1;50;1783;75;784;13;32;757;64;2286;76;50;3841;94;3906;13;54;88;3;78;911
EA52;<3468, 5, 958>;False;1;595;0;0;1;50;368;36;2674;52;20;135;99;1453;26;14;2717;51;3769;12;87;83;27;14;3751
EA51;<3468, 5, 958>;False;1;513;0;0;1;50;3433;47;3753;20;71;950;8;348;73;47;613;99;3233;15;21;88;41;59;3749
EA30;<3468, 5, 958>;False;1;573;0;0;1;50;2510;91;325;70;87;3660;60;2863;19;34;3459;84;1428;52;45;5;86;58;1110
EA27;<3468, 5, 958>;False;1;534;0;0;1;50;3803;89;1836;6;69;3766;35;3605;22;44;2574;11;3370;28;75;78;89;37;1539
EA17;<3468, 5, 958>;False;1;549;0;0;1;50;1317;33;2111;78;63;3672;85;3730;46;13;1146;94;3872;41;53;87;93;40;2681
EA10;<3468, 5, 958>;False;1;590;0;0;1;50;2226;15;3026;60;22;472;54;1282;14;60;3360;34;3359;77;99;77;71;39;2263
EA8;<3468, 5, 958>;False;1;557;0;0;1;50;3936;16;969;12;75;3791;34;1448;83;81;2312;18;516;90;81;7;23;22;3248
EA72;<3468, 5, 958>;False;1;492;0;0;1;50;189;17;3905;7;17;3116;88;354;50;42;695;73;2243;62;25;82;15;0;3453
