Name;Coord;Winner;Fitness;TownLifeSum;Score;GameTime;InitialConquerRadius;MaxConquerRadius;RadiusExpansionStep;AttackMinLife
EA54;<437, 5, 200>;False;-3;11;15;8250;2866;3438;668;73
EA55;<437, 5, 200>;False;-10;86;0;8250;3485;853;204;66
EA56;<437, 5, 200>;False;-10;29;55;8250;3171;3898;-684;25
EA57;<437, 5, 200>;False;-10;85;0;8250;2726;1768;-173;60
EA58;<437, 5, 200>;False;-63;94;3025;49500;1258;3730;-678;5
EA59;<437, 5, 200>;False;-10;86;0;8250;3962;115;586;54
EA60;<437, 5, 200>;False;-10;86;0;8250;3937;1464;197;13
EA61;<437, 5, 200>;False;-4;19;15;8250;770;1281;-333;57
EA62;<437, 5, 200>;False;-10;86;0;8250;2445;1786;-451;47
EA63;<437, 5, 200>;False;-4;21;15;8250;633;826;48;55
EA64;<437, 5, 200>;False;-10;85;0;8250;1105;883;-623;59
EA65;<437, 5, 200>;False;-10;86;0;8250;2442;350;-731;89
EA66;<437, 5, 200>;False;-5;7;35;8250;2085;3061;-336;31
EA67;<437, 5, 200>;False;-10;85;0;8250;3576;380;-163;72
EA68;<437, 5, 200>;False;-10;85;0;8250;3959;1651;382;54
EA69;<437, 5, 200>;False;-10;86;0;8250;2321;2214;-48;51
EA70;<437, 5, 200>;False;-10;86;0;8250;2758;2145;178;27
EA71;<437, 5, 200>;False;-15;72;50;8800;915;3791;-83;15
EA72;<437, 5, 200>;False;-9;75;0;8250;1662;2224;390;79
EA73;<437, 5, 200>;False;-10;86;0;8250;3584;1256;670;92
EA74;<437, 5, 200>;False;-10;62;20;8250;1294;2948;122;44
EA75;<437, 5, 200>;False;-10;85;0;8250;148;136;250;55
EA76;<437, 5, 200>;False;-10;85;0;8250;233;2102;-71;75
EA77;<437, 5, 200>;False;-10;85;0;8250;1844;146;739;72
EA78;<437, 5, 200>;False;-10;85;0;8250;2948;2541;620;12
EA79;<437, 5, 200>;False;-3;13;15;8250;1865;3230;294;58
EA80;<437, 5, 200>;False;-10;85;0;8250;1312;800;611;37
EA81;<437, 5, 200>;False;-8;71;0;8250;1379;2474;499;70
EA82;<437, 5, 200>;False;-10;85;0;8250;1966;3294;-461;84
EA83;<437, 5, 200>;False;-10;85;0;8250;3867;326;-45;68
EA84;<437, 5, 200>;False;-10;87;0;8250;3485;420;-470;71
EA85;<437, 5, 200>;False;-6;31;15;7700;2012;2866;261;41
EA86;<437, 5, 200>;False;-10;85;0;8250;2372;210;-706;30
EA87;<437, 5, 200>;False;-8;39;20;7700;1692;3387;-53;52
EA88;<437, 5, 200>;False;-10;85;0;8250;280;153;-638;84
EA89;<437, 5, 200>;False;-10;86;0;8250;594;1307;-478;45
EA90;<437, 5, 200>;False;-3;16;15;8250;2835;3075;-384;64
EA91;<437, 5, 200>;False;-10;85;0;8250;3219;579;399;68
EA92;<437, 5, 200>;False;-10;86;0;8250;700;940;-467;40
EA93;<437, 5, 200>;False;-3;9;15;8250;2424;3955;-685;62
EA94;<437, 5, 200>;False;-10;86;0;8250;2113;2025;422;33
EA95;<437, 5, 200>;False;-10;85;0;8250;2243;2224;-345;65
EA96;<437, 5, 200>;False;-10;86;0;8250;1472;2862;468;95
EA97;<437, 5, 200>;False;-10;85;0;8250;3829;2593;72;58
EA98;<437, 5, 200>;False;-10;85;0;8250;3534;3146;790;74
EA99;<437, 5, 200>;False;-10;86;0;8250;1850;237;141;48
EA0;<437, 5, 200>;True;668;135;545;12775;1409;3358;-17;6
EA1;<437, 5, 200>;False;-3;10;15;8250;2954;4000;-696;64
EA2;<437, 5, 200>;False;-10;85;0;8250;2574;989;390;100
EA3;<437, 5, 200>;False;-5;20;20;8250;3292;3494;-456;65
EA4;<437, 5, 200>;False;-5;29;15;8250;1435;3250;-40;44
EA5;<437, 5, 200>;False;-10;83;0;8250;1284;1729;-329;83
EA6;<437, 5, 200>;False;-10;85;0;8250;3768;2303;-1127;105
EA7;<437, 5, 200>;False;-2;1;15;8250;1662;2224;390;79
EA8;<437, 5, 200>;False;-39;29;440;12775;1409;3358;-17;6
EA9;<437, 5, 200>;False;-10;53;20;7700;1260;3033;147;44
EA10;<437, 5, 200>;False;-4;20;15;8250;717;894;45;55
EA11;<437, 5, 200>;False;-10;87;0;8250;2163;508;-719;82
EA12;<437, 5, 200>;False;-10;81;0;8250;2475;2774;-44;82
EA13;<437, 5, 200>;False;-10;86;0;8250;2294;1916;-266;42
EA14;<437, 5, 200>;False;-10;85;0;8250;3768;2303;-1127;105
EA15;<437, 5, 200>;False;-10;87;0;8250;100;2755;-447;15
EA16;<437, 5, 200>;False;-10;85;0;8250;1873;358;145;47
EA17;<437, 5, 200>;False;-10;85;0;8250;2988;3459;424;91
EA18;<437, 5, 200>;False;-8;48;20;8250;930;3869;-733;40
EA19;<437, 5, 200>;False;-10;86;0;8250;3432;3139;230;96
EA20;<437, 5, 200>;False;-10;86;0;8250;2992;2569;648;11
EA21;<437, 5, 200>;False;-9;53;20;8250;2180;2811;127;47
EA22;<437, 5, 200>;False;-10;85;0;8250;4000;3488;614;62
EA23;<437, 5, 200>;False;-10;86;0;8250;3968;1681;-165;41
EA24;<437, 5, 200>;False;-6;29;20;8250;1638;2503;8;49
EA25;<437, 5, 200>;False;-10;85;0;8250;100;100;1128;5
EA26;<437, 5, 200>;False;-10;85;0;8250;843;549;209;54
EA27;<437, 5, 200>;False;-6;31;20;8250;2435;3502;236;46
EA28;<437, 5, 200>;False;-10;86;0;8250;4000;3771;-21;57
EA29;<437, 5, 200>;False;-10;86;0;8250;3552;1445;63;66
EA30;<437, 5, 200>;False;-10;85;0;8250;1834;1350;622;28
EA31;<437, 5, 200>;False;-10;85;0;8250;1873;358;145;47
EA32;<437, 5, 200>;False;-10;86;0;8250;100;2755;-447;15
EA33;<437, 5, 200>;False;-10;86;0;8250;4000;3488;614;62
EA34;<437, 5, 200>;False;-3;15;15;8250;1798;2625;-462;65
EA35;<437, 5, 200>;False;-9;24;55;8250;1771;2592;-181;27
EA36;<437, 5, 200>;False;-10;85;0;8250;100;3188;-2;36
EA37;<437, 5, 200>;False;-10;85;0;8250;4000;3771;-21;57
EA38;<437, 5, 200>;False;-10;86;0;8250;2303;1697;-460;77
EA39;<437, 5, 200>;False;-10;85;0;8250;4000;100;-136;96
EA40;<437, 5, 200>;False;-10;86;0;8250;1834;1350;622;28
EA41;<437, 5, 200>;False;-10;86;0;8250;4000;100;52;95
EA42;<437, 5, 200>;False;-10;86;0;8250;3968;1681;-165;41
EA43;<437, 5, 200>;False;-10;84;0;8250;100;3188;-2;36
EA44;<437, 5, 200>;False;-10;86;0;8250;2988;3459;424;91
EA45;<437, 5, 200>;False;-10;85;0;8250;2811;2225;13;78
EA46;<437, 5, 200>;False;-10;85;0;8250;2842;578;16;26
EA47;<437, 5, 200>;False;-4;17;15;8250;940;2425;-78;58
EA48;<437, 5, 200>;False;-10;86;0;8250;100;1608;-12;79
EA49;<437, 5, 200>;False;-10;86;0;8250;3935;797;1005;104
EA50;<437, 5, 200>;False;-10;86;0;8250;100;2755;-447;15
EA51;<437, 5, 200>;False;-10;85;0;8250;2294;1916;-266;42
EA52;<437, 5, 200>;False;-10;84;0;8250;4000;100;52;95
EA53;<437, 5, 200>;False;-10;85;0;8250;4000;3771;-21;57
EA54;<437, 5, 200>;False;-8;31;35;8250;2489;2917;-422;33
EA55;<437, 5, 200>;False;-10;86;0;8250;2758;2145;178;27
EA56;<437, 5, 200>;False;-10;86;0;8250;4000;100;-136;96
EA57;<437, 5, 200>;False;-10;87;0;8250;2191;1959;-693;102
EA58;<437, 5, 200>;False;-10;85;0;8250;2321;2214;-48;51
EA59;<437, 5, 200>;False;-10;85;0;8250;3547;537;445;69
EA60;<437, 5, 200>;False;-10;86;0;8250;2225;2764;535;91
EA61;<437, 5, 200>;False;-10;86;0;8250;100;100;1128;5
EA62;<437, 5, 200>;False;-10;85;0;8250;4000;3771;-21;57
EA63;<437, 5, 200>;False;-10;85;0;8250;1027;100;-867;72
EA64;<437, 5, 200>;False;-10;85;0;8250;609;528;-524;72
EA65;<437, 5, 200>;False;-4;18;20;8250;940;2425;-78;58
EA66;<437, 5, 200>;False;-10;87;0;8250;1466;2795;448;93
EA67;<437, 5, 200>;False;-10;85;0;8250;1466;2795;448;93
EA68;<437, 5, 200>;False;-2;7;15;8250;897;2753;-246;68
EA69;<437, 5, 200>;False;-2;1;15;8250;1662;2224;390;79
EA70;<437, 5, 200>;False;-4;21;15;8250;728;1269;-329;56
EA71;<437, 5, 200>;False;-10;86;0;8250;4000;3771;-21;57
EA72;<437, 5, 200>;False;-10;86;0;8250;4000;100;52;95
EA73;<437, 5, 200>;False;-10;85;0;8250;2294;1916;-266;42
EA74;<437, 5, 200>;False;-3;15;15;8250;2954;4000;-696;64
EA75;<437, 5, 200>;False;-5;29;15;8250;1435;3250;-40;44
EA76;<437, 5, 200>;False;-10;86;0;8250;1678;2662;-598;95
EA77;<437, 5, 200>;False;-10;87;0;8250;2811;2225;13;78
EA78;<437, 5, 200>;False;-10;87;0;8250;4000;100;52;95
EA79;<437, 5, 200>;False;-10;84;0;8250;3935;797;1005;104
EA80;<437, 5, 200>;False;-9;75;0;8250;1201;1234;39;79
EA81;<437, 5, 200>;False;-5;20;20;8250;2954;4000;-696;64
EA82;<437, 5, 200>;False;-10;84;0;8250;4000;3488;614;62
EA83;<437, 5, 200>;False;-3;11;15;8250;2855;3093;-387;64
EA84;<437, 5, 200>;False;-2;1;15;8250;1201;1234;39;79
EA85;<437, 5, 200>;False;-10;86;0;8250;3051;1817;648;102
EA86;<437, 5, 200>;False;-10;86;0;8250;1921;1900;-307;54
EA87;<437, 5, 200>;False;-10;86;0;8250;4000;3771;-21;57
EA88;<437, 5, 200>;False;-4;17;20;8250;3292;3494;-456;65
EA89;<437, 5, 200>;False;-10;85;0;8250;3940;185;558;54
EA90;<437, 5, 200>;False;-10;86;0;8250;2811;2225;13;78
EA91;<437, 5, 200>;False;-10;63;20;8250;2092;2093;61;43
EA92;<437, 5, 200>;False;-10;86;0;8250;3542;1348;-58;79
EA93;<437, 5, 200>;False;-4;17;15;8250;2855;3093;-387;64
EA94;<437, 5, 200>;False;-2;0;20;8250;1284;1729;-329;83
EA95;<437, 5, 200>;False;-10;86;0;8250;3935;797;1005;104
EA96;<437, 5, 200>;False;-5;26;15;8250;2180;2811;127;47
EA97;<437, 5, 200>;False;-2;3;15;8250;1379;2474;499;70
EA98;<437, 5, 200>;False;-10;85;0;8250;2726;1403;638;44
EA99;<437, 5, 200>;False;-9;53;20;8250;1638;2503;8;49
EA0;<437, 5, 200>;True;557;160;405;8594;1409;3358;-17;6
EA1;<437, 5, 200>;False;-10;84;0;8250;4000;4000;-156;64
EA2;<437, 5, 200>;False;-2;0;20;8250;2018;2117;-428;75
EA3;<437, 5, 200>;False;-4;20;15;8250;1294;2453;138;53
EA4;<437, 5, 200>;False;-4;20;15;8250;1294;2453;138;53
EA5;<437, 5, 200>;False;-3;1;30;8250;2490;3677;190;35
EA6;<437, 5, 200>;False;-6;30;20;8250;1832;2609;-311;53
EA7;<437, 5, 200>;False;-6;29;20;8250;1294;2453;138;53
EA8;<437, 5, 200>;False;-10;86;0;8250;1921;1900;-307;54
EA9;<437, 5, 200>;False;-3;15;15;8250;1720;2526;-552;56
EA10;<437, 5, 200>;False;-10;87;0;8250;3082;100;-663;106
EA11;<437, 5, 200>;False;-10;86;0;8250;2574;989;390;100
EA12;<437, 5, 200>;False;-10;86;0;8250;3619;1216;-1722;134
EA13;<437, 5, 200>;False;-2;8;15;8250;2361;3161;-487;65
EA14;<437, 5, 200>;False;-10;86;0;8250;3179;3786;549;92
EA15;<437, 5, 200>;False;-4;22;15;8250;1799;2212;-258;51
EA16;<437, 5, 200>;False;-10;86;0;8250;3600;1095;752;94
EA17;<437, 5, 200>;False;-3;16;15;8250;2791;3104;23;66
EA18;<437, 5, 200>;False;-10;86;0;8250;3871;3489;420;62
EA19;<437, 5, 200>;False;-9;77;0;8250;766;3340;-70;76
EA20;<437, 5, 200>;False;-10;86;0;8250;3307;3253;-1193;49
EA21;<437, 5, 200>;False;-10;85;0;8250;4000;100;-163;109
EA22;<437, 5, 200>;False;-10;86;0;8250;100;2410;-494;5
EA23;<437, 5, 200>;False;-10;85;0;8250;3874;410;548;56
EA24;<437, 5, 200>;False;-10;85;0;8250;478;4000;-1000;38
EA25;<437, 5, 200>;False;-4;20;15;8250;1720;2526;-552;56
EA26;<437, 5, 200>;False;-10;85;0;8250;3600;1095;752;94
EA27;<437, 5, 200>;False;-7;36;20;8250;1832;2609;-311;53
EA28;<437, 5, 200>;False;-3;13;15;8250;2791;3104;23;66
EA29;<437, 5, 200>;False;-3;16;15;8250;2361;3161;-487;65
EA30;<437, 5, 200>;False;-10;85;0;8250;2303;1697;-460;77
EA31;<437, 5, 200>;False;-10;85;0;8250;2064;1045;-646;16
EA32;<437, 5, 200>;False;-6;34;20;8250;1720;2526;-552;56
EA33;<437, 5, 200>;False;-4;15;20;8250;2361;3161;-487;65
EA34;<437, 5, 200>;False;-4;17;15;8250;1832;2609;-311;53
EA35;<437, 5, 200>;False;-10;85;0;8250;1942;610;292;48
EA36;<437, 5, 200>;False;-2;1;15;8250;1298;1754;-324;81
EA37;<437, 5, 200>;False;-2;0;20;8250;1680;2558;480;84
EA38;<437, 5, 200>;False;-10;85;0;8250;3082;100;-663;106
EA39;<437, 5, 200>;False;-10;86;0;8250;4000;1370;-44;53
EA40;<437, 5, 200>;False;-10;85;0;8250;3179;3786;549;92
EA41;<437, 5, 200>;False;-5;31;15;8250;2490;3677;190;35
EA42;<437, 5, 200>;False;-10;85;0;8250;2064;1045;-646;16
EA43;<437, 5, 200>;False;-10;86;0;8250;4000;1370;-44;53
EA44;<437, 5, 200>;False;-10;86;0;8250;4000;100;-17;93
EA45;<437, 5, 200>;False;-10;85;0;8250;3600;1095;752;94
EA46;<437, 5, 200>;True;419;97;330;8594;1409;3358;-17;6
EA47;<437, 5, 200>;False;-3;15;15;8250;1720;2526;-552;56
EA48;<437, 5, 200>;False;-10;86;0;8250;2301;1924;205;55
EA49;<437, 5, 200>;False;-10;87;0;8250;3082;100;-663;106
EA50;<437, 5, 200>;False;-2;1;15;8250;2349;2671;-393;72
EA51;<437, 5, 200>;False;-10;86;0;8250;3270;927;1164;39
EA52;<437, 5, 200>;False;-12;84;0;7700;843;549;209;54
EA53;<437, 5, 200>;False;-5;26;15;8250;1395;2888;138;46
EA54;<437, 5, 200>;False;-10;86;0;8250;3307;3253;-1193;49
EA55;<437, 5, 200>;False;-10;86;0;8250;2064;1045;-646;16
EA56;<437, 5, 200>;False;-3;15;15;8250;2361;3161;-487;65
EA57;<437, 5, 200>;False;-4;12;20;8250;2791;3104;23;66
EA58;<437, 5, 200>;False;-2;5;15;8250;2361;3161;-487;65
EA59;<437, 5, 200>;False;-10;85;0;8250;3082;100;-663;106
EA60;<437, 5, 200>;False;-10;85;0;8250;2064;1045;-646;16
EA61;<437, 5, 200>;False;-3;12;15;8250;1755;2352;44;67
EA62;<437, 5, 200>;False;-4;22;15;8250;2340;3383;266;50
EA63;<437, 5, 200>;False;-3;13;15;8250;2791;3104;23;66
EA64;<437, 5, 200>;False;-10;86;0;8250;1027;100;-867;72
EA65;<437, 5, 200>;False;-10;85;0;8250;3082;100;-663;106
EA66;<437, 5, 200>;False;-7;41;20;8250;1799;2212;-258;51
EA67;<437, 5, 200>;False;-10;85;0;8250;478;4000;-1000;38
EA68;<437, 5, 200>;False;-2;0;20;8250;1298;1754;-324;81
EA69;<437, 5, 200>;False;-3;1;30;8250;2490;3677;190;35
EA70;<437, 5, 200>;False;-7;41;20;8250;1799;2212;-258;51
EA71;<437, 5, 200>;False;-5;26;15;8250;2340;3383;266;50
EA72;<437, 5, 200>;False;-10;85;0;8250;3307;3253;-1193;49
EA73;<437, 5, 200>;False;-2;2;15;8250;2349;2671;-393;72
EA74;<437, 5, 200>;False;-11;19;70;8250;1774;2645;-231;18
EA75;<437, 5, 200>;False;-10;86;0;8250;3082;100;-663;106
EA76;<437, 5, 200>;False;-6;31;20;8250;1832;2609;-311;53
EA77;<437, 5, 200>;False;-6;29;20;8250;1294;2453;138;53
EA78;<437, 5, 200>;False;-10;85;0;8250;1942;610;292;48
EA79;<437, 5, 200>;False;-7;39;20;8250;1294;2453;138;53
EA80;<437, 5, 200>;False;-10;86;0;8250;100;3759;2263;136
EA81;<437, 5, 200>;False;-10;86;0;8250;1834;1350;622;28
EA82;<437, 5, 200>;False;-10;87;0;8250;1942;610;292;48
EA83;<437, 5, 200>;False;-6;3;50;8250;2490;3677;190;35
EA84;<437, 5, 200>;False;-10;86;0;8250;4000;4000;-156;64
EA85;<437, 5, 200>;False;-10;86;0;8250;100;3759;2263;136
EA86;<437, 5, 200>;False;-10;86;0;8250;3179;3786;549;92
EA87;<437, 5, 200>;False;-10;86;0;8250;3082;100;-663;106
EA88;<437, 5, 200>;False;-10;84;0;8250;3082;100;-663;106
EA89;<437, 5, 200>;False;-2;2;15;8250;2018;2117;-428;75
EA90;<437, 5, 200>;False;-3;16;15;8250;2791;3104;23;66
EA91;<437, 5, 200>;False;-15;16;105;8250;1774;2645;-231;18
EA92;<437, 5, 200>;False;-10;86;0;8250;2301;1924;205;55
EA93;<437, 5, 200>;False;-10;86;0;8250;4000;4000;-156;64
EA94;<437, 5, 200>;False;-10;86;0;8250;3307;3253;-1193;49
EA95;<437, 5, 200>;False;-10;85;0;8250;1942;610;292;48
EA96;<437, 5, 200>;False;-10;85;0;8250;100;3188;-2;36
EA97;<437, 5, 200>;False;-10;86;0;8250;100;2410;-494;5
EA98;<437, 5, 200>;False;-10;87;0;8250;4000;100;-163;109
EA99;<437, 5, 200>;False;-8;65;0;8250;2532;2827;-205;74
EA0;<437, 5, 200>;False;-12;45;55;8800;1614;3357;-125;19
EA1;<437, 5, 200>;False;-4;17;20;8250;1780;2116;-644;63
EA2;<437, 5, 200>;False;-9;36;40;8250;2210;3128;-589;30
EA3;<437, 5, 200>;False;-9;53;20;8250;2310;3891;477;36
EA4;<437, 5, 200>;False;-10;85;0;8250;113;2416;-489;5
EA5;<437, 5, 200>;False;-2;8;15;8250;2585;2950;-153;75
EA6;<437, 5, 200>;False;-8;36;35;8250;2210;3128;-589;30
EA7;<437, 5, 200>;False;-10;85;0;8250;2080;1116;-562;82
EA8;<437, 5, 200>;False;-10;86;0;8250;2966;262;-250;93
EA9;<437, 5, 200>;False;-12;64;35;8250;977;3914;-770;21
EA10;<437, 5, 200>;False;-10;86;0;8250;3371;1627;636;81
EA11;<437, 5, 200>;False;-9;17;55;8250;2210;3128;-589;30
EA12;<437, 5, 200>;False;-4;16;20;8250;1780;2116;-644;63
EA13;<437, 5, 200>;False;-4;22;15;8250;1811;2361;-277;51
EA14;<437, 5, 200>;False;-10;85;0;8250;3745;3567;-168;68
EA15;<437, 5, 200>;False;-4;0;35;8250;1548;2487;-198;36
EA16;<437, 5, 200>;False;-10;86;0;8250;3745;3567;-168;68
EA17;<437, 5, 200>;False;-10;86;0;8250;2080;1116;-562;82
EA18;<437, 5, 200>;False;-14;53;60;8250;977;3914;-770;21
EA19;<437, 5, 200>;False;-11;60;35;8250;977;3914;-770;21
EA20;<437, 5, 200>;False;-10;86;0;8250;3745;3567;-168;68
EA21;<437, 5, 200>;False;-10;86;0;8250;3444;2460;-300;53
EA22;<437, 5, 200>;False;-4;23;15;8250;1811;2361;-277;51
EA23;<437, 5, 200>;False;-10;86;0;8250;3307;3253;-1193;49
EA24;<437, 5, 200>;False;-7;43;20;8250;913;3521;-938;41
EA25;<437, 5, 200>;False;-14;73;40;8250;977;3914;-770;21
EA26;<437, 5, 200>;False;-10;86;0;8250;2966;262;-250;93
EA27;<437, 5, 200>;False;-6;13;35;8250;2210;3128;-589;30
EA28;<437, 5, 200>;False;-10;85;0;8250;1027;100;-867;72
EA29;<437, 5, 200>;False;-8;5;65;8800;1614;3357;-125;19
EA30;<437, 5, 200>;False;-4;0;35;8250;2310;3891;477;36
EA31;<437, 5, 200>;False;-10;86;0;8250;3214;1130;-330;91
EA32;<437, 5, 200>;False;-10;85;0;8250;3270;927;1164;39
EA33;<437, 5, 200>;False;-10;86;0;8250;4000;1425;450;54
EA34;<437, 5, 200>;False;-21;50;125;8800;527;4000;551;15
EA35;<437, 5, 200>;False;-5;10;35;8250;2210;3128;-589;30
EA36;<437, 5, 200>;False;-4;5;30;8250;2210;3128;-589;30
EA37;<437, 5, 200>;False;-10;86;0;8250;3444;2460;-300;53
EA38;<437, 5, 200>;False;-10;85;0;8250;2666;1521;-360;74
EA39;<437, 5, 200>;False;-10;62;20;8250;100;3208;77;35
EA40;<437, 5, 200>;False;-10;85;0;8250;1343;925;-523;96
EA41;<437, 5, 200>;False;-10;85;0;8250;1976;376;187;54
EA42;<437, 5, 200>;False;-10;85;0;8250;2666;1521;-360;74
EA43;<437, 5, 200>;False;-10;85;0;8250;3444;2460;-300;53
EA44;<437, 5, 200>;False;-7;43;20;8250;1811;2361;-277;51
EA45;<437, 5, 200>;False;-10;85;0;8250;3444;2460;-300;53
EA46;<437, 5, 200>;False;-10;63;20;8250;1494;3310;-221;38
EA47;<437, 5, 200>;False;-14;59;55;8250;1862;3023;740;24
EA48;<437, 5, 200>;False;-11;59;35;8250;977;3914;-770;21
EA49;<437, 5, 200>;False;-10;85;0;8250;3964;426;663;51
EA50;<437, 5, 200>;False;-10;85;0;8250;4000;1425;450;54
EA51;<437, 5, 200>;False;-10;86;0;8250;2653;461;-613;99
EA52;<437, 5, 200>;False;-10;86;0;8250;3745;3567;-168;68
EA53;<437, 5, 200>;False;-2;2;15;8250;2585;2950;-153;75
EA54;<437, 5, 200>;False;-10;86;0;8250;3444;2460;-300;53
EA55;<437, 5, 200>;False;-10;85;0;8250;3444;2460;-300;53
EA56;<437, 5, 200>;False;-10;86;0;8250;2653;461;-613;99
EA57;<437, 5, 200>;False;-10;86;0;8250;2666;1521;-360;74
EA58;<437, 5, 200>;False;-10;86;0;8250;1976;376;187;54
EA59;<437, 5, 200>;False;-10;65;20;8250;1548;2487;-198;36
EA60;<437, 5, 200>;False;-12;62;35;8250;977;3914;-770;21
EA61;<437, 5, 200>;False;-13;18;90;8800;1614;3357;-125;19
EA62;<437, 5, 200>;False;-7;42;20;8250;913;3521;-938;41
EA63;<437, 5, 200>;False;-10;86;0;8250;2966;262;-250;93
EA64;<437, 5, 200>;False;-10;86;0;8250;2574;989;390;100
EA65;<437, 5, 200>;False;-10;86;0;8250;2080;1116;-562;82
EA66;<437, 5, 200>;False;-8;45;20;8250;1811;2361;-277;51
EA67;<437, 5, 200>;False;-8;19;50;8250;2210;3128;-589;30
EA68;<437, 5, 200>;False;-7;24;35;8250;2247;3134;-582;30
EA69;<437, 5, 200>;False;-10;86;0;8250;2080;1116;-562;82
EA70;<437, 5, 200>;False;-10;86;0;8250;2653;461;-613;99
EA71;<437, 5, 200>;False;-10;85;0;8250;2653;461;-613;99
EA72;<437, 5, 200>;False;-10;87;0;8250;3444;2460;-300;53
EA73;<437, 5, 200>;False;-15;30;95;8800;1614;3357;-125;19
EA74;<437, 5, 200>;False;-10;86;0;8250;1343;925;-523;96
EA75;<437, 5, 200>;False;-10;65;20;8250;2035;2049;-316;38
EA76;<437, 5, 200>;False;-1;0;15;8250;2585;2950;-153;75
EA77;<437, 5, 200>;False;-10;86;0;8250;4000;100;-17;93
EA78;<437, 5, 200>;False;-10;85;0;8250;3745;3567;-168;68
EA79;<437, 5, 200>;False;-9;24;55;8250;2247;3134;-582;30
EA80;<437, 5, 200>;False;-9;41;35;8250;2210;3128;-589;30
