Name;Coord;Winner;Fitness;TownLifeSum;Score;GameTime;InitialConquerRadius;MaxConquerRadius;RadiusExpansionStep;AttackMinLife
EA85;<3468, 5, 958>;False;-11;77;0;7700;275;1544;-61;66
EA86;<3468, 5, 958>;False;-3;12;15;8250;1350;1753;-1107;64
EA87;<3468, 5, 958>;False;-6;54;0;8250;1819;3709;-475;68
EA88;<3468, 5, 958>;False;-11;77;0;7700;114;250;463;61
EA89;<3468, 5, 958>;False;-12;84;0;7700;3776;100;278;5
EA90;<3468, 5, 958>;False;-3;9;15;8250;100;2110;800;66
EA91;<3468, 5, 958>;False;-11;82;0;7700;3150;1857;291;46
EA92;<3468, 5, 958>;False;-11;78;0;7700;3593;2748;582;28
EA93;<3468, 5, 958>;False;-8;50;20;8250;2159;2536;-307;39
EA94;<3468, 5, 958>;False;-11;43;50;8250;427;3041;60;24
EA95;<3468, 5, 958>;False;-4;24;15;8250;2480;3608;216;55
EA96;<3468, 5, 958>;False;-10;85;0;8250;1943;1615;291;32
EA97;<3468, 5, 958>;False;-5;25;20;8250;2551;3153;990;60
EA98;<3468, 5, 958>;False;-11;39;50;8250;427;3041;60;24
EA99;<3468, 5, 958>;False;-10;70;0;7700;2273;2979;277;74
EA0;<3468, 5, 958>;False;-9;85;0;9900;2394;1948;499;64
EA1;<3468, 5, 958>;False;-9;88;0;9350;1727;1647;-287;56
EA2;<3468, 5, 958>;False;-9;69;20;9900;2129;3034;1090;48
EA3;<3468, 5, 958>;False;-4;25;15;9350;1725;3152;-178;57
EA4;<3468, 5, 958>;False;-9;88;0;9900;2394;1948;499;64
EA5;<3468, 5, 958>;False;-4;12;30;9350;2289;2543;-431;34
EA6;<3468, 5, 958>;False;-8;36;35;8250;540;3095;16;27
EA7;<3468, 5, 958>;False;-4;23;15;9900;2129;3034;1090;48
EA8;<3468, 5, 958>;False;-10;84;0;8250;2227;2073;167;64
EA9;<3468, 5, 958>;False;-3;15;15;8250;2138;3488;-243;61
EA10;<3468, 5, 958>;False;-5;25;15;8250;1183;1443;731;48
EA11;<3468, 5, 958>;False;-6;59;0;9350;1522;2970;156;67
EA12;<3468, 5, 958>;False;-10;84;0;8250;3023;2943;106;52
EA13;<3468, 5, 958>;False;-2;7;15;9350;1522;2970;156;67
EA14;<3468, 5, 958>;False;-2;5;15;8250;1769;2018;-228;74
EA15;<3468, 5, 958>;False;-9;88;0;9900;2041;1799;238;61
EA16;<3468, 5, 958>;False;-10;90;0;9900;3059;2820;13;59
EA17;<3468, 5, 958>;False;-9;85;0;9900;2394;1948;499;64
EA18;<3468, 5, 958>;False;-9;83;0;9900;2394;1948;499;64
EA19;<3468, 5, 958>;False;-4;24;15;8250;1183;1443;731;48
EA20;<3468, 5, 958>;False;-4;14;15;7700;756;1194;219;59
EA21;<3468, 5, 958>;False;-7;64;0;9350;1522;2970;156;67
EA22;<3468, 5, 958>;False;-2;11;15;9350;1626;2167;-714;71
EA23;<3468, 5, 958>;False;-2;8;15;9350;1725;3152;-178;57
EA24;<3468, 5, 958>;False;-2;4;15;9350;1626;2167;-714;71
EA25;<3468, 5, 958>;False;-9;86;0;9900;4000;3022;917;25
EA26;<3468, 5, 958>;False;-9;89;0;9900;2417;1081;88;53
EA27;<3468, 5, 958>;False;-10;83;0;8250;4000;3782;-200;5
EA28;<3468, 5, 958>;False;-9;89;0;9900;240;381;249;61
EA29;<3468, 5, 958>;False;-9;87;0;9900;2394;1948;499;64
EA30;<3468, 5, 958>;False;-9;86;0;9900;2394;1948;499;64
EA31;<3468, 5, 958>;False;-9;88;0;9900;2394;1948;499;64
EA32;<3468, 5, 958>;False;-3;12;15;7700;756;1194;219;59
EA33;<3468, 5, 958>;False;-4;19;20;9350;1522;2970;156;67
EA34;<3468, 5, 958>;False;-9;89;0;9900;2322;1990;556;70
EA35;<3468, 5, 958>;False;-9;85;0;9900;240;381;249;61
EA36;<3468, 5, 958>;False;-9;89;0;9350;3670;100;-229;116
EA37;<3468, 5, 958>;False;-9;89;0;9900;2283;2724;665;118
EA38;<3468, 5, 958>;False;-18;8;155;9900;3330;3783;1412;12
EA39;<3468, 5, 958>;False;-2;6;15;9350;1522;2970;156;67
EA40;<3468, 5, 958>;False;-2;6;20;9350;1522;2970;156;67
EA41;<3468, 5, 958>;False;-2;5;15;9350;1626;2167;-714;71
EA42;<3468, 5, 958>;False;-2;6;15;9900;1718;2394;840;79
EA43;<3468, 5, 958>;False;-2;2;15;8250;2307;3611;-455;80
EA44;<3468, 5, 958>;False;-11;83;0;7700;686;327;1017;60
EA45;<3468, 5, 958>;False;-5;1;45;9900;3330;3783;1412;12
EA46;<3468, 5, 958>;False;-10;90;0;9900;4000;3022;917;25
EA47;<3468, 5, 958>;False;-11;82;0;7700;2458;2242;-311;29
EA48;<3468, 5, 958>;False;-2;4;15;9350;1626;2167;-714;71
EA49;<3468, 5, 958>;False;-19;29;145;9900;3330;3783;1412;12
EA50;<3468, 5, 958>;False;-5;38;15;9900;2129;3034;1090;48
EA51;<3468, 5, 958>;False;-9;87;0;9900;2322;1990;556;70
EA52;<3468, 5, 958>;False;-3;7;20;9350;2145;2796;-171;69
EA53;<3468, 5, 958>;False;-9;87;0;9900;2394;1948;499;64
EA54;<3468, 5, 958>;False;-2;5;15;7700;512;2424;574;67
EA55;<3468, 5, 958>;False;-9;87;0;9900;2322;1990;556;70
EA56;<3468, 5, 958>;False;-9;86;0;9900;2394;1948;499;64
EA57;<3468, 5, 958>;False;-2;7;15;9350;1522;2970;156;67
EA58;<3468, 5, 958>;False;-3;12;15;9900;2129;3034;1090;48
EA59;<3468, 5, 958>;False;-9;84;0;9900;2322;1990;556;70
EA60;<3468, 5, 958>;False;-9;83;0;9350;1727;1647;-287;56
EA61;<3468, 5, 958>;False;-9;83;0;9900;2394;1948;499;64
EA62;<3468, 5, 958>;False;-2;4;15;7700;512;2424;574;67
EA63;<3468, 5, 958>;False;-9;84;0;9900;2394;1948;499;64
EA64;<3468, 5, 958>;False;-12;84;0;7700;3167;2594;-411;47
EA65;<3468, 5, 958>;False;-11;83;0;7700;2458;2242;-311;29
EA66;<3468, 5, 958>;False;-9;64;0;7700;2550;2721;-144;72
EA67;<3468, 5, 958>;False;-9;89;0;9900;2394;1948;499;64
EA68;<3468, 5, 958>;False;-2;0;20;8250;2138;3488;-243;61
EA69;<3468, 5, 958>;False;-8;67;0;8250;1769;2018;-228;74
EA70;<3468, 5, 958>;False;-7;58;0;8250;2515;2852;929;71
EA71;<3468, 5, 958>;False;-12;84;0;7700;4000;4000;4000;6
EA72;<3468, 5, 958>;False;-2;4;15;9900;1718;2394;840;79
EA73;<3468, 5, 958>;False;-9;83;0;9900;2394;1948;499;64
EA74;<3468, 5, 958>;False;-10;84;0;8250;4000;3302;266;47
EA75;<3468, 5, 958>;False;-2;8;15;8250;2138;3488;-243;61
EA76;<3468, 5, 958>;False;-10;85;0;8250;4000;3782;-200;5
EA77;<3468, 5, 958>;False;-4;24;15;8250;2384;4000;272;49
EA78;<3468, 5, 958>;False;-10;84;0;8250;4000;3302;266;47
EA79;<3468, 5, 958>;False;-2;6;20;9350;1522;2970;156;67
EA80;<3468, 5, 958>;False;-10;84;0;8250;2602;1847;336;51
EA81;<3468, 5, 958>;False;-9;29;50;8250;540;3095;16;27
EA82;<3468, 5, 958>;False;-11;83;0;7700;190;1051;-193;60
EA83;<3468, 5, 958>;False;-4;21;15;9900;2129;3034;1090;48
EA84;<3468, 5, 958>;False;-14;1;125;9900;3330;3783;1412;12
EA85;<3468, 5, 958>;False;-2;9;15;9350;1522;2970;156;67
EA86;<3468, 5, 958>;False;-8;78;0;9900;1718;2394;840;79
EA87;<3468, 5, 958>;False;-10;85;0;8250;4000;3782;-200;5
EA88;<3468, 5, 958>;False;-9;85;0;9350;3670;100;-229;116
EA89;<3468, 5, 958>;False;-9;6;80;9900;3330;3783;1412;12
EA90;<3468, 5, 958>;False;-10;83;0;8250;4000;3302;266;47
EA91;<3468, 5, 958>;False;-10;84;0;8250;1992;1558;689;45
EA92;<3468, 5, 958>;False;-3;7;20;9350;2145;2796;-171;69
EA93;<3468, 5, 958>;False;-2;11;15;9350;2145;2796;-171;69
EA94;<3468, 5, 958>;False;-2;4;15;8250;1769;2018;-228;74
EA95;<3468, 5, 958>;False;-3;5;20;8250;2515;2852;929;71
EA96;<3468, 5, 958>;False;-3;19;15;9350;1725;3152;-178;57
EA97;<3468, 5, 958>;False;-2;11;15;9350;1522;2970;156;67
EA98;<3468, 5, 958>;False;-9;79;0;8250;2307;3611;-455;80
EA99;<3468, 5, 958>;False;-9;84;0;9900;2394;1948;499;64
EA0;<3468, 5, 958>;False;-10;85;0;8250;2615;3837;1048;104
EA1;<3468, 5, 958>;False;-10;83;0;8250;3015;3997;1679;83
EA2;<3468, 5, 958>;False;-10;83;0;8250;3074;2640;1248;53
EA3;<3468, 5, 958>;False;-11;79;0;7700;100;100;342;58
EA4;<3468, 5, 958>;False;-2;3;15;8250;1304;3497;505;78
EA5;<3468, 5, 958>;False;-2;2;15;8250;1304;3497;505;78
EA6;<3468, 5, 958>;False;-5;47;0;8250;1914;2911;-448;65
EA7;<3468, 5, 958>;False;-11;83;0;7700;2841;3985;-293;86
EA8;<3468, 5, 958>;False;-14;29;90;8250;100;3006;272;19
EA9;<3468, 5, 958>;False;-10;83;0;8250;3015;3997;1679;83
EA10;<3468, 5, 958>;False;-2;1;15;8250;1304;3497;505;78
EA11;<3468, 5, 958>;False;-10;84;0;8250;3074;2640;1248;53
EA12;<3468, 5, 958>;False;-11;80;0;7700;466;1162;-1975;56
EA13;<3468, 5, 958>;False;-12;84;0;7700;4000;3748;581;27
EA14;<3468, 5, 958>;False;-9;78;0;8250;1304;3497;505;78
EA15;<3468, 5, 958>;False;-10;84;0;8250;3074;2640;1248;53
EA16;<3468, 5, 958>;False;-10;83;0;8250;2615;3837;1048;104
EA17;<3468, 5, 958>;False;-12;84;0;7700;2512;2005;-644;78
EA18;<3468, 5, 958>;False;-12;84;0;7700;2535;2226;-430;23
EA19;<3468, 5, 958>;False;-2;2;15;8250;1304;3497;505;78
EA20;<3468, 5, 958>;False;-5;45;0;8250;1914;2911;-448;65
EA21;<3468, 5, 958>;False;-6;48;0;8800;2315;2812;654;66
EA22;<3468, 5, 958>;False;-12;84;0;7700;2512;2005;-644;78
EA23;<3468, 5, 958>;False;-3;16;15;8250;732;1480;275;55
EA24;<3468, 5, 958>;False;-4;1;35;8250;3211;3347;854;33
EA25;<3468, 5, 958>;False;-10;84;0;8250;3015;3997;1679;83
EA26;<3468, 5, 958>;False;-12;84;0;7700;466;1162;-1975;56
EA27;<3468, 5, 958>;False;-12;84;0;7700;4000;4000;1810;5
EA28;<3468, 5, 958>;False;-10;85;0;8250;2841;1261;253;87
EA29;<3468, 5, 958>;False;-12;84;0;7700;4000;4000;1810;5
EA30;<3468, 5, 958>;False;-12;6;90;8250;100;3006;272;19
EA31;<3468, 5, 958>;False;-9;77;0;8250;1304;3497;505;78
EA32;<3468, 5, 958>;False;-3;0;30;8250;3211;3347;854;33
EA33;<3468, 5, 958>;False;-12;84;0;7700;2512;2005;-644;78
EA34;<3468, 5, 958>;False;-11;0;90;8250;100;3006;272;19
EA35;<3468, 5, 958>;False;-7;19;50;9900;3141;4000;-262;24
EA36;<3468, 5, 958>;False;-10;84;0;8250;3074;2640;1248;53
EA37;<3468, 5, 958>;False;-10;81;0;8250;3074;2640;1248;53
EA38;<3468, 5, 958>;False;-4;13;30;9900;3141;4000;-262;24
EA39;<3468, 5, 958>;False;-11;82;0;7700;466;1162;-1975;56
EA40;<3468, 5, 958>;False;-10;82;0;8250;2615;3837;1048;104
EA41;<3468, 5, 958>;False;-10;82;0;8250;3074;2640;1248;53
EA42;<3468, 5, 958>;False;-11;79;0;7700;3980;100;-604;119
EA43;<3468, 5, 958>;False;-5;28;15;8250;3211;3347;854;33
EA44;<3468, 5, 958>;False;-9;39;50;9900;3141;4000;-262;24
EA45;<3468, 5, 958>;False;-2;2;15;8250;1304;3497;505;78
EA46;<3468, 5, 958>;False;-10;83;0;8250;3074;2640;1248;53
EA47;<3468, 5, 958>;False;-12;84;0;7700;3980;100;-604;119
EA48;<3468, 5, 958>;False;-8;34;35;8250;540;3095;16;27
EA49;<3468, 5, 958>;False;-12;84;0;7700;3980;100;-604;119
EA50;<3468, 5, 958>;False;-4;15;15;7700;165;2365;556;57
EA51;<3468, 5, 958>;False;-10;83;0;8250;3015;3997;1679;83
EA52;<3468, 5, 958>;False;-3;5;20;7700;2145;2796;-171;69
EA53;<3468, 5, 958>;False;-10;85;0;8250;3074;2640;1248;53
EA54;<3468, 5, 958>;False;-2;3;15;8250;1304;3497;505;78
EA55;<3468, 5, 958>;False;-2;3;15;8250;1304;3497;505;78
EA56;<3468, 5, 958>;False;-11;83;0;7700;100;100;342;58
EA57;<3468, 5, 958>;False;-10;83;0;8250;3015;3997;1679;83
EA58;<3468, 5, 958>;False;-9;79;0;8250;1304;3497;505;78
EA59;<3468, 5, 958>;False;-11;80;0;7700;1759;1699;-295;54
EA60;<3468, 5, 958>;False;-2;3;15;8250;1304;3497;505;78
EA61;<3468, 5, 958>;False;-10;84;0;8250;2615;3837;1048;104
EA62;<3468, 5, 958>;False;-12;84;0;7700;2841;3985;-293;86
EA63;<3468, 5, 958>;False;-10;84;0;8250;3074;2640;1248;53
EA64;<3468, 5, 958>;False;-10;83;0;8250;3015;3997;1679;83
EA65;<3468, 5, 958>;False;-10;80;0;8250;3015;3997;1679;83
EA66;<3468, 5, 958>;False;-5;45;0;8800;2315;2812;654;66
EA67;<3468, 5, 958>;False;-10;83;0;8250;3074;2640;1248;53
EA68;<3468, 5, 958>;False;-10;85;0;8250;2615;3837;1048;104
EA69;<3468, 5, 958>;False;-10;83;0;8250;3015;3997;1679;83
EA70;<3468, 5, 958>;False;-3;11;15;8250;732;1480;275;55
EA71;<3468, 5, 958>;False;-10;84;0;8250;3074;2640;1248;53
