Name;Coord;Winner;550;1100;1650;2200;2750;3300;3850;4400;4950;5500;6050;6600;7150;7700;8250;8800;9350;9900;10450;11000;11550;12100;12650;13200;13750;14300;14850;15400;15950;16500;17050;17600;18150;18700;19250;19800;20350;20900;21450;22000
EA34;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;9;10;10;12;13;13;16
EA35;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;7;7;7;8;9;9;9;9;9;10;9;9;6
EA36;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;9;9;8;10;10;12;12;14;15
EA37;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;10;10;10;12;10;13;15
EA38;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;9;10;10;10;13;14;14
EA39;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;7;7;8;7;8;8;7;10;9;7;8
EA40;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;8;7;9;9;8;10;12;10;12;12;11;12;12;13;14;14;15
EA41;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;9;8;9;10;11;11;13;14;15
EA42;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;9;9;11;10;10;12;12;12;12;13;13;13;15
EA43;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;9;10;10;11;13;13;14
EA44;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;9;7;10;11;13;14;15
EA45;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;10;10;11;12;13;13;15;14;16
EA46;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;10;10;11;13;13;14;15
EA47;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;9;9;11;11;13;14
EA48;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;9;10;10;12;13;13;15;15;15
EA49;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;7;7;7;9;7;8;9;8;7;8;7
EA50;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;9;9;10;10;10;12;13;13;15;15;16
EA51;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;9;9;10;12;13;13;14;15;15
EA52;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;8;8;10;9;11;10;10;11;12;12;11;12;12;13;14;15;15
EA53;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;9;10;11;12;12;13;14;14;15
EA54;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;9;8;11;11;12;14;14;16
EA55;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;10;11;12;13;14
EA56;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;7;7;7;9;7;8;8;8;7
EA57;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;7;8;8;10;9;10;11;12;13;13;13;15
EA58;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;9;9;9;10;10;13;14;15
EA59;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;7;8;8;10;9;10;9;9;9;9;9;9
EA60;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;8;8;10;9;10;10;12;13;13;13;13;13;14;15;15
EA61;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;7;8;7;9;8;8;8;8
EA62;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;9;9;10;9;11;11;13;14
EA63;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;10;10;12;12;13;14;15
EA64;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;7;8;8;10;9;9;9;10;12;10;10;11;11;9;9;8;7
EA65;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;7;7;10;9;9;9;11;11;10;11;11;12;12;12;11;13;13;14;15;15
EA66;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;9;10;11;12;12
EA67;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;7;7;8;11;9;10;10;10;12;9;10;10;9;10;10;8;7
EA68;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;9;11;12;13
EA69;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;9;11;11;12;14;14;16
EA70;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;9;9;10;9;10;11;13;13;15;15
EA71;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;7;8;8;10;9;9;10;10;10;10;9;10;8
EA72;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;8;7;8;8;9;9;9;9;10;10;8;10;10;8;8
EA73;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;9;10;10;13;13;13;15
EA74;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;7;8;10;10;11;12;14;16
EA75;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;7;8;7;9;8;8;8;8
EA76;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;9;11;12;13;15;16
EA77;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;10;10;11;14;14;15;15;16
EA78;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;9;10;11;13;12;13;15;16
EA79;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;9;10;10;12;12;14;13;13;14
EA80;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;7;8;9;9;9;10;11;13;12;12;14;15
EA81;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;9;7;9;10;10;11;12;13;14;14;14
EA82;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;9;11;10;11;14;14;14;16
EA83;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;8;8;10;9;9;12;11;13;13;13;16
EA84;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;7;8;9;9;8;7;8;9;11;9;8;8
EA85;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;9;11;11;12;12;14;15
EA86;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;7;7;8;8;9;8;9;9;11;10;10;9;8;7
EA87;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;8;8;10;9;10;11;11;13;13;13;14;15
EA88;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;8;8;9;9;10;10;9;11;10;9;9;9;7;7
EA89;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;9;7;10;10;12;14;14;16
EA90;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;9;10;12;12;12;13;14;14;15
EA91;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;8;9;9;9;10;11;12;13;13;14
EA92;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;8;8;9;9;10;11;13;13;13
EA93;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;9;10;11;12;12;12;13;15;14
EA94;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;7;9;9;9;9;11;13;14;14;14
EA95;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;8;10;10;10;10;10;11;11;11;12;13;13;14;13;12;14;14;14
EA96;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;7;8;9;10;10;10;12;12;11;11;12;13;13;13;14;15;15
EA97;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;8;11;10;10;14;13;14;15
EA98;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;9;10;11;11;14
EA99;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;10;11;11;12;13;14
